GeneName,0h.a,0h.b,2h.a,2h.b,8h.a,8h.b,16h.a,16h.b
Pcbp1,13.92283868,14.05907713,14.56493215,14.85441651,14.50255772,14.37930111,14.15222611,14.3713841
Crtc3,14.814246,14.75616506,14.94981889,14.95361131,14.31961266,14.40150865,14.1146945,14.06909004
Myo9a,13.52782148,13.59529784,13.90749229,13.66259425,13.80878351,13.76861122,13.19324689,13.17870534
Lmna,12.44342452,12.430794,12.85329765,12.80593193,12.81104642,12.81533434,12.66540333,12.56931342
Fam134c,13.58450651,13.59600598,13.87056579,13.60899866,13.49251785,13.54417772,13.39996854,13.34243562
Ptpn22,15.79307311,15.73567234,16.870245,16.69299744,15.79113878,15.7776374,15.12868184,15.2218714
Pag1,14.19037287,14.15908041,14.28908882,14.26844536,14.29261087,14.26844536,14.37930111,14.3144387
Add3,16.66925237,16.69299744,16.77659562,16.5099389,16.65268601,16.72623471,16.54276661,16.47459477
Syne1,14.05638007,13.9676882,14.62249141,14.59128221,14.14745887,14.29049676,13.78998812,13.71788605
Chd1,12.71093304,12.71780856,14.3864753,14.08035208,13.46726549,13.46564722,12.99810343,12.86220476
Arhgap27,14.55897583,14.69888096,15.29893229,15.0448886,15.33069748,15.16001571,14.69077799,14.84134748
Samd15,12.930131,12.97134332,13.21622653,12.99225481,12.63115647,12.71170712,12.85329765,12.9488216
Snapc1,13.9498008,14.03619192,13.91241394,13.81636964,13.92023118,13.97703801,13.94378159,14.02656851
Atg2b,15.92725772,15.91953389,16.09206951,16.0009592,16.16780512,16.17634055,16.25205715,16.26055307
Nfic,15.90209213,15.85595967,15.81363848,15.61556941,15.74594047,15.82991979,15.79307311,15.84868241
Sptbn1,12.02259271,12.44904828,14.29261087,14.40219625,13.87389241,13.47969786,12.8559174,12.77778499
Def6,13.30321182,13.32105092,14.06300316,14.03763671,13.435578,13.52782148,13.37063698,13.24660499
Rhbdf2,13.26155718,13.5889075,14.16101038,14.10159712,13.69078371,13.65245657,13.50274356,13.53207377
Phtf2,13.73735276,13.50011123,13.84649462,13.67122293,13.79562869,13.70703101,13.36718824,13.38256966
Hn1,12.50498369,12.34902894,12.69883819,12.83452083,12.42471677,12.36098064,12.430794,12.26764548
Ccr8,14.56296316,14.37519753,15.0309164,14.96586878,14.43660113,14.44316715,14.08645798,14.01201653
Bcl9l,12.33863558,12.30010888,12.89915939,13.26673695,12.22995689,12.23834145,12.12235899,12.15106711
Slc2a9,12.97540613,13.04065656,13.45905412,13.12343529,13.21993363,13.27880322,13.62919681,13.56930584
Sarnp,14.37358889,14.39834841,14.61719965,14.53167455,14.63032805,14.54626216,14.57071366,14.52599515
Bend6,12.53828442,11.98303731,13.16580171,13.00770407,12.00163594,12.01795114,11.11437533,11.0859957
Mff,14.15340222,13.98937072,14.29548399,14.37586703,14.12955021,14.11536104,14.18215542,14.26138128
Vps13d,13.86905035,13.8305877,13.92100063,13.74440337,13.60843374,13.69078371,13.59180299,13.58079137
Arhgef6,13.72951224,13.77295201,14.24199118,13.92502288,13.48899998,13.50011123,13.52941655,13.53116947
Thrap3,12.23519912,12.01118421,12.56807973,12.75484848,12.55791288,12.57891911,11.98532019,12.12235899
Mcm3,14.52967041,14.22884581,14.48736737,14.43381818,14.3943964,14.46892557,14.04000839,14.17691931
Eif3h,15.08369172,15.11310216,14.62036987,14.8999098,14.96393974,15.01057396,14.93286239,14.92841997
Grasp,14.13538924,14.15586983,14.74217439,14.48736737,14.06300316,14.02783115,13.77789185,13.74349829
Dnttip2,15.06925221,14.48655722,15.73567234,15.91796715,15.15473816,15.07237134,14.21209959,14.47882674
Tmf1,14.77326897,14.63473973,15.61556941,15.29893229,15.46996654,15.41212378,14.92448332,14.9447638
Cct3,15.21767164,15.20476394,15.52887838,15.43087132,15.15119778,15.17929552,15.39050228,15.33865089
Slc39a6,14.86794993,14.71315294,15.372921,15.39050228,15.38679946,15.3116998,14.56197835,14.7452274
Spata5,14.27576391,14.30165841,14.93286239,14.96088125,14.70972307,14.63032805,14.38865407,14.28908882
Sh2b3,14.23494217,14.34247927,14.51891677,14.33015108,14.51217635,14.50818618,14.46892557,14.59622404
Sash3,13.84978073,13.8529705,13.65372696,13.59529784,13.92283868,13.85513773,15.05180301,15.13845082
Wdr4,13.23637643,13.40998831,13.12121412,13.02556993,13.44115721,13.34243562,13.97641793,14.08481562
Thop1,12.72921371,12.59636076,13.02794388,12.8126264,12.9086864,12.7540289,13.0767709,13.08595441
Zc3h8,15.02872596,15.06140017,14.50939667,14.91141564,15.06140017,15.11836692,15.46996654,15.4885782
Dnmt3a,14.18122742,14.22438864,14.51054021,14.34543359,14.66536378,14.59993162,15.50813733,15.57855829
Hnrnph1,15.20205289,15.05829483,15.42678322,15.34690683,15.37906743,15.21297275,15.21767164,15.43200545
Znf703,13.79775678,13.89504593,13.79677045,13.74823422,14.55363445,14.46700828,14.78394919,14.82488926
Usp38,14.99548879,15.10008884,15.00768004,14.43760875,15.59316348,14.92448332,16.04726935,16.01803427
Ythdf1,15.42448365,15.51855157,15.58085392,15.36912829,15.88935779,15.84868241,16.10016406,16.05460659
F11r,12.99565376,12.99150463,12.74628322,12.64153862,13.46429413,13.25952576,13.38602534,13.52782148
Speg,11.97743675,12.11208667,12.1534344,11.75298812,12.30285294,12.22819087,13.30213953,13.36072996
Apol7e,14.53485212,14.55897583,14.09579753,14.84917086,14.69077799,14.6699493,14.59993162,14.65266861
Inpp4b,13.28965649,13.40577143,13.45538236,13.30808967,13.87908743,13.7887492,14.04706787,13.88681291
Sp100,13.4206174,13.4080752,13.26538482,12.99663321,13.11950566,13.16580171,13.29768202,13.31275044
Etv6,12.7901925,12.34281664,12.27919661,12.01594498,13.76467796,13.86578583,14.29169674,14.2017619
Casp8,13.44115721,13.46212734,13.28749452,13.36558429,13.79042931,13.68414008,13.95477425,14.01096351
Caprin1,14.78015176,14.80820173,14.47138887,14.74217439,14.77326897,14.71648881,15.27892721,15.31381372
Cc2d1b,13.05915883,13.00553787,13.04708301,12.77164426,13.59600598,13.15699841,14.16101038,14.04791355
Cacna1b,15.93220259,15.86322058,15.70662518,15.83127126,15.83392554,15.84163434,16.06670837,16.02456306
Iqgap2,13.28662728,13.32475735,13.11950566,13.04708301,13.26453697,13.10061098,13.23880133,13.21993363
Brms1l,13.70930594,13.76426035,13.51488814,13.6565187,13.80070804,13.92502288,13.88519629,13.825723
Ppp2r5e,14.30650018,14.18215542,13.94511957,13.75566214,13.58362213,13.81149016,13.61364626,13.80758942
Cntrl,14.42895672,14.40508509,14.34434451,14.19775419,14.47771572,14.52129918,14.45369216,14.46177203
Heg1,12.79406636,12.93751769,12.93160738,13.02079356,13.73367824,13.73811949,14.12955021,14.06416829
Cdk13,13.49949778,13.47858328,13.29207871,13.19246835,13.32917881,13.35418284,13.57392509,13.50274356
Gys1,12.9575139,12.97280612,13.12961661,12.72762375,13.06704276,12.97473797,13.24756485,13.01274381
Capg,11.9580002,11.95122689,11.92051721,11.97488602,11.86324803,11.72703541,12.21072959,12.19921153
Camkk2,12.92759333,13.08522914,12.99340822,12.8651131,12.84876649,12.91492001,13.14602234,13.11203123
Rplp2,11.66662755,11.87452078,11.50830002,11.60575313,11.88427433,11.77368475,12.24641578,12.14153584
Agfg1,15.7889915,15.80161766,15.67610789,15.58085392,15.62982283,15.66960501,15.65735838,15.68445644
Ccdc132,13.80758942,13.89638995,13.64083893,13.70872692,14.0156829,13.9920131,14.08544213,14.05797818
Gvin1,13.43096329,13.52446645,14.18911319,14.04292187,14.28744541,14.09058266,13.96001499,14.05364139
Dnmt3b,14.04895314,14.25221906,14.03681041,13.71482127,14.10387983,14.3054039,14.8317852,15.24946054
Elf1,14.44421038,14.45542106,13.87908743,14.17583384,14.32712759,14.34543359,14.46417203,14.48420359
Cd99l2,14.11724373,14.15340222,14.3462393,14.17457988,14.40815684,14.38790524,14.83033981,14.80485145
Rbm48,13.30742143,13.28510622,13.3913902,13.31820119,13.2402657,13.13181129,13.31574459,13.27754352
Ldb1,15.13383642,15.15622522,15.33865089,15.33069748,15.42178013,15.38117239,15.72006574,15.65017499
Rorc,13.42862072,13.11667804,11.7618179,13.02993966,13.15899322,13.24660499,13.5095433,13.36718824
Alg2,13.90292398,14.01201653,13.59301095,13.37063698,14.65148438,14.5817092,14.97020953,15.04732259
Ralyl,13.61951699,13.5705065,13.41589333,13.51402339,13.65816392,13.59301095,13.93178967,13.91052583
Parp4,13.68769579,13.84788343,13.76927913,13.55201194,13.48318938,13.56173163,13.4227164,13.39204516
Zfp36,14.12587601,14.10567547,13.94236156,13.94378159,14.32643703,14.3904045,14.47688523,14.63935644
Ints10,11.50830002,11.23321424,11.54337357,10.91156532,11.98303731,12.10284655,12.44459187,12.50374501
Eaf1,12.38384203,12.31645476,12.72123658,12.68733386,13.19824739,13.32287374,14.11724373,14.18315166
Gbf1,15.0448886,15.08924393,15.14442675,14.80340748,14.85565771,14.95361131,15.07626818,14.93286239
Lzts3,12.41046925,12.41746705,12.70947715,12.75853849,14.43605322,14.22042579,14.35288278,14.50483817
Ppp2r5a,12.57014301,12.66432302,12.83452083,12.56294473,12.64730381,12.64890247,13.1917377,13.17386814
Nr4a2,14.57776065,14.64444152,14.30165841,14.58850839,14.42133943,14.46815754,14.58644549,14.60224037
Bicd2,14.56770277,14.47138887,13.97338176,14.57776065,13.93928906,14.01965265,14.71648881,14.73349877
Sgpp1,14.71648881,14.68902833,13.91968611,14.50483817,14.57406192,14.62339457,14.65893194,14.6183014
Dhx29,15.32897071,15.21447498,14.48545677,14.75816458,15.43898207,15.47179906,15.28293435,15.15622522
Rock2,13.4227164,13.4955495,13.51682951,13.28662728,13.94833024,13.74823422,14.85565771,15.03388827
Larp4b,11.74053334,11.75298812,11.23321424,11.66662755,12.20711626,11.87016412,12.41746705,12.49938967
Kdm6b,13.22086137,13.27321489,13.08749068,12.97280612,13.13311659,13.15288364,13.56306588,13.52022608
Clec4g,13.45367077,13.59959268,13.55747574,13.47353981,13.711027,13.91133649,13.84534939,14.11536104
Tcof1,11.99862529,12.15631216,12.57518639,12.51873471,12.3746675,12.56294473,13.33128333,13.361489
Mpi,15.48224029,15.41643083,14.54626216,14.98212031,14.95167397,15.0226271,15.27149957,15.20315348
Larp1,14.03936338,14.0648748,13.76024213,13.9836652,14.21438035,14.21037133,14.37696918,14.45369216
Gm26596,12.62332889,12.72393103,12.75229745,12.54375907,12.53040485,12.55341764,13.87662969,13.74514343
Nedd9,12.46807706,12.93287742,12.74829954,12.35610228,12.84158851,12.78193071,13.35494992,13.2391296
Med1,13.57424498,13.45138851,13.54665256,13.48704785,13.69433519,13.71190509,14.23653089,14.26458881
Scyl2,15.09815209,14.8622133,14.91002779,14.8622133,15.17529216,15.15622522,15.06000788,15.03221743
Trip11,13.65886094,13.90478581,13.28093393,13.61466389,13.80758942,13.55201194,14.56493215,14.53960864
Mef2d,13.34243562,13.09363828,12.86018494,13.01158363,13.47353981,13.49447741,13.85597592,13.80878351
Ppfia4,15.11310216,15.07626818,15.0120765,14.99676312,15.01057396,14.9932248,15.1431644,15.08924393
Zcchc8,11.40594883,11.55985272,11.96640611,11.67416798,12.43707521,12.4801635,12.8627908,12.89566982
Foxk1,14.85005663,14.87454019,14.22042579,14.61568346,14.50939667,14.48736737,15.07998964,15.02436432
Ankhd1,13.51109576,13.65101141,13.51109576,13.49666123,13.39909328,13.589751,13.67750139,13.66002302
Znrf2,12.57414329,12.50782814,12.50782814,12.48733382,12.92366046,12.80138933,13.06372061,13.14180398
Gpr107,11.98532019,11.92764193,12.01795114,11.83511663,13.10872886,13.04065656,14.55259633,14.77179334
Strn,12.94520864,12.73866251,12.94660264,12.78193071,13.32178281,13.253218,13.76561103,13.73075285
Obscn,14.40309417,14.22200912,14.15402049,14.19247161,14.66654755,14.56770277,14.99821771,15.10193952
Rbm3,12.63882381,12.64153862,12.90019101,13.02794388,13.10266309,13.13541844,13.45538236,13.45367077
Copb1,12.54130241,12.84672127,12.30823638,12.63115647,13.5095433,13.35494992,13.52530574,13.57595914
Itga4,14.82095011,14.98385903,14.78255443,14.73906555,15.4885782,15.27892721,15.76975006,15.77132105
Uvssa,15.17284942,15.16858797,15.25697329,15.0226271,15.14208636,15.12213271,15.03623044,15.09815209
Mars,19.05426658,19.05426658,19.17891794,18.85186283,19.38492682,19.17891794,19.38492682,19.38492682
Nhej1,13.86086615,13.92393574,13.69433519,13.64083893,13.99949926,14.04395993,14.29324813,14.27689138
Itga6,12.67126178,12.40637234,12.50850855,12.61545216,13.00931037,12.82481851,13.08522914,13.02396607
Foxo1,13.12343529,13.25715545,13.15103443,13.09363828,13.02896858,13.03795412,13.61022651,13.64214764
Senp1,13.5048243,13.56462307,13.59829952,13.60843374,13.52446645,13.58500014,13.80218456,13.70703101
Plcg1,14.59713113,14.66536378,14.04395993,14.26959121,14.74281709,14.6312328,15.26942134,15.11013523
Ralgps2,13.0767709,13.09465436,12.62940078,13.22714573,13.14311974,13.20475784,14.80265872,14.78015176
Pdlim4,12.61140285,12.40301478,12.32423454,12.63363719,12.51132144,12.62500926,13.69958318,13.70315274
Dhx37,13.15794708,13.13541844,13.38464614,13.56834366,14.36056003,13.99016144,13.77295201,14.15586983
Ccnk,12.44203341,12.0729035,12.60746716,12.49021586,12.87875084,12.73975766,12.74148642,12.87004265
Smg1,12.66540333,12.63819058,12.66982337,12.6437858,12.53972515,12.73028894,13.95346203,13.80525204
Gimap8,13.73367824,13.61828463,13.62219614,13.42194533,13.80288272,13.79775678,13.81798028,13.8937035
Plcl1,15.28175797,15.29243978,14.66403172,14.95824048,15.27892721,15.22517134,15.71268153,15.60939688
Evl,12.55064594,12.58686971,12.46109823,12.30285294,12.78880113,12.71653399,12.77953108,12.73447297
Mcm6,12.66662207,12.70168834,12.71653399,12.49165163,12.60439866,12.48173605,13.14736945,13.14533089
Cox7b,15.08195423,15.04732259,15.0202157,14.96393974,15.19783513,15.20476394,15.51855157,15.43898207
Fam195b,12.79297778,12.8027962,12.67311285,13.18651394,13.30213953,13.33375725,14.21037133,14.18368624
Utp3,13.01356587,13.1559498,12.89434351,13.0632445,13.40998831,13.35074077,14.00187657,14.15480668
Klf2,15.372921,15.35886135,14.9447638,15.27149957,15.1431644,15.17035399,15.91796715,15.92270689
Lag3,13.27321489,13.24537266,12.81829498,13.18000418,13.36959537,13.38602534,13.96195751,13.94482213
Pde4c,14.70844464,14.67099171,14.71504713,15.01057396,14.97213873,14.8597987,14.63601273,14.64009408
Fry,13.17158017,13.15794708,13.00357639,12.96357346,13.45905412,13.3972557,13.54665256,13.54870762
Dkc1,13.98640983,13.86367525,14.22748575,14.04484339,14.24906021,13.98688492,14.55710759,14.51798825
Osbpl3,12.86310357,12.8519752,12.92366046,12.76728798,13.0624481,12.97134332,13.62219614,13.8222188
Sema4b,13.79677045,13.80758942,13.96195751,13.88519629,14.22131878,14.20608233,14.48420359,14.57406192
Inf2,13.36617244,13.43893545,12.78574429,13.40577143,13.41749609,13.51526629,13.73244951,13.80150468
Hace1,13.12961661,13.21280319,13.52022608,13.00229863,13.44426476,13.37300427,13.69433519,13.75411419
Camlg,14.19402569,14.27689138,14.18315166,14.11327011,14.21620442,14.22884581,14.6130817,14.63032805
Nup35,10.54295726,10.72514226,10.40374967,10.54295726,9.956386144,9.956386144,12.04699192,12.16581566
Bach1,15.75648423,15.79113878,15.79307311,15.84868241,15.8986614,15.85110312,16.13539574,16.17953902
Nvl,14.04000839,14.18911319,13.82115745,14.08089703,14.27288514,14.2514073,14.64444152,14.71767593
Taf3,12.10119714,12.28865089,12.38307779,12.25775453,12.286093,12.5010842,12.81009616,12.60746716
Lef1,14.84917086,14.92043289,14.49466187,14.7937017,15.3656617,15.2864628,15.57026141,15.60229285
Morf4l2,15.10193952,15.1431644,14.8622133,15.04889678,14.936872,15.00906152,15.11836692,15.23641156
Nisch,14.45465306,14.35518868,13.94318919,14.43572206,15.41955799,15.26404497,15.65017499,15.67316464
Tbc1d10c,14.54626216,14.56013549,14.22568998,14.19546738,14.59128221,14.47138887,14.83414763,14.88458245
Ccar2,13.70058987,13.7887492,13.27844998,13.41348983,13.66002302,13.73735276,13.87908743,13.80288272
Kbtbd11,13.16036748,13.49325179,13.13541844,13.31574459,13.29475031,13.35342553,13.26893685,13.33128333
Dock8,13.93252651,13.94159148,13.96318731,13.94833024,13.69992068,13.80758942,14.57776065,14.53485212
Strip2,15.17529216,15.13383642,15.11694115,14.86505687,15.72006574,15.63398078,16.14104659,16.1585786
Zc3hc1,12.57324225,12.65064524,12.58686971,12.37228531,12.46898399,12.55915035,13.12049436,13.19434533
Rbmxl1,13.89504593,13.70747793,13.95790773,13.69433519,13.96475956,13.95477425,14.40664787,14.24199118
Rtp4,13.93601106,13.93468936,13.80150468,13.69992068,14.24454509,14.15586983,14.31158101,14.36999155
Pms2,12.70249096,12.8092729,12.70509257,13.24243262,12.95922747,12.92709935,13.63060637,13.78998812
Tpd52l2,13.9057198,13.88681291,13.46341483,13.66193182,13.88020064,13.75705117,14.19330133,14.11070304
Eya3,12.68994366,12.68733386,12.8126264,12.53040485,13.95213031,13.61828463,14.29548399,14.52015023
Col20a1,13.0339282,12.72543934,12.66432302,12.87162772,13.12635634,13.05089447,13.42577713,13.55909393
Taf6,13.57262776,13.66193182,13.63172747,13.50641248,13.40577143,13.4249862,13.52617885,13.40998831
Fos,16.34194166,16.29990478,16.41137873,16.46830891,16.13539574,16.03643129,16.38921407,16.33759962
Thoc1,10.40374967,10.54295726,9.956386144,9.956386144,10.84782812,11.37875806,12.71093304,13.15013998
Atf2,13.43990492,13.50641248,13.48259415,13.50678107,14.07419757,13.97157314,13.97510165,13.91326911
Eef1d,15.5432842,15.64780343,15.51477391,15.51855157,16.03643129,15.93724635,16.4172425,16.35540724
Foxo3,14.77625266,14.88458245,14.83908267,14.55124229,14.4993716,14.6832808,14.32294811,14.3917999
Atp6v0a2,13.92207849,13.83799865,13.35885085,13.711027,13.45760313,13.66883997,14.22884581,14.30256037
Hsph1,12.18534349,12.30527435,12.30010888,12.15106711,12.2492063,12.11515065,12.85687857,12.84876649
Arhgap15,12.54295131,12.46807706,12.47585843,12.20711626,12.77398912,12.75229745,13.16214941,13.15899322
Srfbp1,12.49165163,11.97488602,12.51873471,13.09134376,12.78406252,12.55064594,14.21783809,14.18122742
Sox6,15.67141159,15.85745718,15.59726996,15.73071359,16.05690826,16.05193371,16.51500376,16.58284423
Filip1l,13.09976679,13.11443758,13.03795412,12.94660264,13.17158017,13.13380132,13.47494721,13.38917339
Map3k5,12.99663321,12.97984858,12.64153862,12.96966297,13.71482127,13.67813328,14.03936338,14.19870301
Trp53i11,14.21338332,14.2514073,14.24126799,14.32948816,14.46892557,14.34434451,14.6183014,14.67851463
Cdc16,12.42668924,12.54130241,11.78269717,12.34902894,12.32352845,12.23360456,13.08846499,13.10061098
Ankzf1,12.00163594,12.10425401,12.85420626,12.76216418,13.69818259,13.53116947,13.50678107,13.62387324
Nfam1,14.43188222,14.44033468,13.98456258,14.06074781,14.23494217,14.24126799,14.9264548,14.92043289
Ash2l,16.10813345,16.17634055,15.98988491,16.10016406,15.84868241,15.96193709,16.1263831,16.15089731
Nell1,12.63363719,12.75853849,12.72311048,12.6038237,12.84814951,12.82169533,13.40241734,13.55495969
Dbr1,13.62005539,13.77919918,13.69227117,13.62680294,13.78717418,13.78397526,14.37586703,14.47771572
Rgs14,13.89014977,13.94378159,14.03619192,13.85846374,14.58277327,14.6161921,14.39558827,14.3462393
Ube2i,13.39909328,13.38525386,13.40617099,13.28749452,14.50046911,14.50483817,15.16732662,15.14048281
Hist1h1e,15.45683901,15.49207038,15.44910623,15.38679946,15.47179906,15.51477391,15.70947526,15.6409996
Ptpn23,14.8853996,15.07237134,14.8597987,14.84770202,15.02872596,14.97989439,15.28013261,15.2618257
Tmod3,14.7066302,14.76138224,14.7254131,14.67223687,14.78128748,14.7452274,15.23455581,15.22517134
Dopey2,11.90530128,11.81076803,11.39061425,12.54667139,13.21280319,13.01995548,13.26817256,13.56539557
Ivns1abp,14.07535265,14.18497134,14.17583384,14.10074317,14.18418118,14.22748575,14.49466187,14.54626216
Dennd1a,12.37657355,12.30180834,12.76838998,12.54881383,12.57324225,12.8519752,13.48584051,13.2726807
Cebpz,12.99024894,13.1182387,13.38727852,13.0624481,13.00693345,12.97540613,13.32105092,13.40241734
Npat,13.81307941,13.88269617,13.82689696,13.75705117,13.67002115,13.78640981,13.77447141,13.82403863
Sf3b2,13.91326911,14.02716755,13.78511047,14.1912476,14.37519753,14.37799437,14.84309662,14.7937017
Clns1a,12.95363744,12.88704501,12.62500926,12.88397709,13.50579894,13.3648371,13.85051604,14.15664851
Runx3,13.79099488,13.62387324,13.89761664,14.13538924,13.84905906,13.8305877,13.4963108,13.50579894
Tpmt,16.4982212,16.54276661,16.91666087,16.55295453,17.0873234,16.97268979,16.89926159,16.9271329
Pacsin1,14.55633826,14.29600279,14.52599515,14.3176253,14.83414763,14.68902833,14.60224037,14.68447513
Zfp58,15.31536334,15.24946054,15.15119778,15.20476394,15.3116998,15.32897071,15.59502153,15.66387651
Phf23,13.86233886,13.96357071,13.71405412,13.58685284,13.70148931,13.81666548,14.19938013,14.04395993
Hdgf,13.97157314,13.8774888,13.54260527,14.0344516,13.58500014,13.71732267,14.03057731,13.94511957
0610011F06Rik,14.60143784,14.52967041,14.59534879,14.47073287,14.89223551,14.68447513,15.28175797,15.03623044
Ahcyl2,17.49793035,17.52818932,17.72015076,17.47089695,17.62102251,17.583644,18.03389528,18.12238069
Proser1,18.74733942,18.85186283,19.05426658,18.74733942,19.05426658,19.05426658,19.28672791,19.28672791
Myh9,13.08050579,13.0577052,13.57262776,13.22983631,13.9378955,14.18497134,14.14981652,14.35450473
Ttc13,11.80627412,11.83511663,11.80627412,11.78269717,12.15631216,12.30694931,12.93751769,12.86310357
Suds3,16.38921407,16.4172425,16.65268601,16.31233859,16.9609123,16.74051373,17.37324855,17.22708749
Eif4g3,11.0394954,10.91156532,12.15631216,11.84866003,12.56152454,12.5164808,13.47353981,13.4804437
Pex1,13.59432025,13.54767628,13.63891463,13.60736623,13.9498008,13.92933044,14.33212158,14.34247927
Gm17669,13.26673695,13.6914513,13.69992068,12.98094418,13.9371949,13.41859689,14.42027117,14.32294811
Pml,13.64840432,13.71881208,13.32917881,13.82848041,13.71881208,13.74253973,13.8352084,13.83799865
Morn3,13.50579894,13.5420155,13.69916757,13.62219614,14.00187657,13.8222188,14.08792072,14.1331407
Znf830,14.53805422,14.55633826,14.55826566,14.33352837,14.52599515,14.67099171,14.52739751,14.59026416
Cdh6,14.42027117,14.43605322,14.48655722,14.30165841,14.286321,14.3079054,14.39298991,14.347524
Rufy3,14.59534879,14.53707423,14.59713113,14.38865407,14.44497241,14.56944402,14.56620743,14.62249141
Mcl1,14.91604509,14.9191163,14.84134748,14.72640989,14.82431684,15.00322766,15.22089133,15.08369172
Popdc3,12.99150463,12.95922747,13.12718423,13.18487625,13.31820119,13.32105092,13.38727852,13.28662728
Myom2,15.52887838,15.0395785,14.81280417,15.35886135,15.12017766,15.16486883,15.05829483,15.23145745
Tlk1,14.38865407,14.35950071,14.63279782,13.70747793,14.42811344,14.40562649,15.3656617,15.51611548
Fam98c,13.38602534,13.3808017,13.2559083,13.15993753,13.69741861,13.68976939,13.9836652,14.07535265
Pde4b,14.07693473,14.13657672,13.94833024,14.04000839,14.36477052,14.286321,14.14439961,14.16964504
Ing4,13.04857262,13.03516269,12.87438586,12.47813397,13.01490105,13.32036302,13.62333341,13.46916247
Arhgap17,13.6042454,13.51194124,13.34334197,13.76426035,13.92502288,13.91326911,13.97846218,14.04169666
Lats1,12.6620245,12.54667139,12.26248158,12.37657355,13.00831362,12.9737092,13.07323303,13.37140556
Atxn7,12.49639781,12.38876828,11.95423546,12.45765164,13.08522914,13.07829499,12.91492001,13.1559498
Rbm4b,12.53628045,12.6620245,12.10284655,12.51002926,11.9580002,12.12509165,13.04065656,12.94424433
Sra1,13.72094426,13.72763821,13.20857494,13.68091115,13.5504179,13.56306588,13.59776428,13.66103346
Suv420h2,16.17097628,16.17953902,16.095863,16.08647843,16.37260286,16.33030986,16.65268601,16.62702608
Nsfl1c,14.24088993,14.24906021,14.29413805,14.0670553,14.38607621,14.24754215,14.74100026,14.69888096
Mid1ip1,12.13173076,12.06724141,11.86324803,12.11804833,12.35784386,12.38876828,13.49823149,13.61166125
Ifngr1,12.9086864,13.02337833,12.86220476,13.3175211,13.19324689,13.26673695,14.78015176,14.75513988
Fli1,12.05075479,12.09819768,11.73376211,11.93416655,11.55985272,11.55243167,12.52802434,12.25311108
Slc2a3,13.51807758,13.51526629,13.30009092,13.96536177,14.56493215,14.38865407,14.85138538,14.82604355
Morc3,13.16214941,13.28965649,13.36072996,13.79603691,14.83908267,14.72261922,15.51477391,15.5540887
Api5,13.74011723,13.60899866,13.55342127,13.94603155,14.43904693,14.24662409,14.57940114,14.69454672
Scap,13.72867166,13.77059452,13.4462667,13.58079137,13.96571681,13.9086314,14.64609019,14.63768431
Pold3,12.42196399,12.39218883,12.73657306,12.65322566,13.72656049,13.50784929,13.94482213,13.94046607
Ngb,14.4527365,14.43188222,14.08645798,14.31550662,14.64242731,14.66087115,14.78832366,14.89026071
Hnrnpa3,16.02456306,16.0308845,16.29249984,15.84163434,15.93220259,15.94288931,15.85595967,15.88935779
Ankrd50,14.21620442,14.06200142,13.72048878,14.27504856,13.73244951,13.93928906,13.97581819,14.29261087
Nop2,15.54047093,15.6069217,15.14994763,15.49524416,15.52051049,15.55934135,15.62002676,15.67888753
Ccdc9,13.1632705,13.42949497,13.30808967,13.14444738,13.66450105,13.56634623,14.49127048,14.64609019
H2-D1,13.81885352,13.88611401,13.51194124,13.84788343,14.33123134,14.33608768,14.19402569,14.18497134
Mapk8ip3,13.00229863,13.13056035,12.08953714,12.71297715,12.86668665,13.03619671,13.28365718,13.19824739
Ptpn4,12.91962375,12.73028894,12.88592707,12.85020411,13.45969836,13.28467393,14.11603353,14.26844536
Madd,13.35342553,13.23486789,13.33052942,13.2413437,13.77416097,13.77517386,14.22268978,14.34543359
Vasp,13.14110639,13.02396607,13.07105116,12.9247207,13.904369,13.78998812,14.31040663,14.49408881
Slmap,12.84876649,12.73975766,12.65577925,12.96691438,13.18651394,13.21622653,13.44115721,13.40577143
Taf9b,14.48420359,14.30256037,14.63601273,14.8853996,15.6409996,15.68445644,15.74817758,15.85110312
Pigb,15.66960501,15.71268153,15.51100043,15.48054918,15.43200545,15.54567851,15.99722514,16.03643129
Rapgef6,15.12460946,15.24058694,15.20315348,15.22089133,14.78832366,14.81009325,14.81652911,14.8317852
Cask,13.26742325,13.19246835,13.23405847,13.05324377,13.50274356,13.3439797,13.66193182,13.42657714
Diaph3,12.80704911,12.80833163,12.52929419,12.37819395,12.36098064,12.81104642,13.4270273,13.27844998
Rnf2,13.71482127,13.57766668,13.68769579,13.33375725,13.56036563,13.56776699,14.01025608,13.92207849
Sphk2,13.35418284,13.76730835,13.24756485,13.5504179,13.25883388,13.62553624,13.51488814,13.87539888
Nfe2l3,14.18540019,14.20098375,13.33783847,13.61251077,13.97641793,14.10834945,14.19247161,14.16706667
Reps1,14.74748785,14.7066302,14.92043289,14.6312328,14.81544713,14.77513322,14.68982042,14.58277327
Cct4,13.87350156,13.73523942,13.1917377,14.15809567,13.50011123,13.65167449,14.05135297,14.02783115
Cry1,13.89300012,13.2413437,13.46495677,13.46815677,14.42353075,14.19037287,14.55124229,14.43314525
Psd4,13.92069497,14.3144387,14.17234984,13.89075477,14.44596358,14.05797818,14.89693872,14.81544713
2010300C02Rik,14.22200912,14.10387983,14.10567547,13.98688492,14.29324813,14.16216278,14.48545677,14.38422922
