GeneName,0h.a,0h.b,2h.a,2h.b,8h.a,8h.b,16h.a,16h.b
Malt1,12.3746675,12.14820202,12.42668924,12.15966943,12.52027496,12.47385625,13.01158363,13.20857494
Mical3,13.42194533,13.62005539,13.26033201,13.01490105,13.51526629,13.5095433,14.13422082,13.82115745
Sntb2,14.75616506,14.7501185,13.60620809,14.55826566,14.92841997,14.89026071,15.78695143,15.80430067
Sdccag3,13.59529784,13.48318938,13.6017057,13.52941655,14.52804905,14.38321677,14.58526504,14.63358081
Tmem131,13.9823084,13.97157314,13.96475956,14.05797818,14.6832808,14.53707423,14.90717072,14.87625127
Tardbp,12.54667139,12.53628045,12.59118424,12.32262765,12.84413099,12.84158851,13.46341483,13.23637643
Cic,15.78695143,15.79535593,15.91796715,15.70947526,16.17953902,16.1136539,16.24940348,16.26908217
Rbm45,15.67437163,15.74594047,15.72213805,15.60229285,15.84163434,15.86985919,16.60587473,16.55736785
Trps1,12.84814951,12.91280288,12.96691438,12.87438586,13.57534941,13.4462667,13.92502288,13.91968611
Cep97,13.55342127,13.66002302,13.64745317,13.42542011,14.20903184,14.21092435,14.97989439,15.06592433
Flna,14.35707142,14.36477052,14.35518868,14.22480269,14.4883862,14.55432745,14.53622799,14.56197835
Setd7,14.23062953,14.31686472,14.35120451,14.26732417,14.57157914,14.49816303,14.69263259,14.77326897
Tom1l2,13.45004588,13.38687489,13.4227164,13.28816781,13.3648371,13.37140556,13.44765861,13.41683864
Prkd2,14.24383021,14.33608768,14.12463689,14.59713113,14.01467211,13.99299514,13.9823084,14.11603353
Kiaa0020,14.30336289,14.29730596,14.00187657,14.04953981,14.24662409,14.36879443,14.26959121,14.32430678
Birc2,13.38727852,13.56173163,13.75804289,13.37140556,13.74111019,13.75411419,14.44316715,14.33015108
Bscl2,14.71968848,14.65893194,14.42811344,14.51667526,14.75122637,14.74425581,15.60474684,15.35074624
Eml3,12.70806583,12.38676185,12.40637234,12.59213278,12.53628045,12.53828442,13.19688741,13.24756485
Sin3b,12.81829498,12.74829954,12.74397649,12.6171329,13.11111618,13.08665067,13.66002302,13.60899866
Phf12,13.32777988,13.41974223,13.45459697,13.22869648,13.86578583,13.71405412,13.84199605,13.88936248
Srpk3,13.90666795,14.05135297,14.25456937,14.26337331,14.71120092,14.74100026,14.99146101,14.97020953
Zfp106,16.74051373,16.9515535,16.74051373,16.99104944,17.05225842,17.06487644,17.1758272,17.1758272
Kiaa1731,13.68210877,13.67195472,13.33633961,13.35494992,13.97258907,14.06909004,14.76623435,14.80340748
Xiap,13.9920131,14.11937803,14.28079555,14.06300316,14.3044872,14.30383497,14.69888096,14.75122637
Cdx2,13.76730835,13.71788605,13.71788605,13.62965702,13.59959268,13.74691024,14.29413805,14.33212158
Dip2a,13.36072996,13.42542011,13.39062806,13.4089629,13.56306588,13.61610034,14.21338332,14.17731038
Ikbke,15.2965543,15.40229078,15.23455581,15.17284942,15.66645654,15.64780343,15.95397935,15.95397935
Atad2,12.64524502,12.76043632,12.53828442,12.6324356,13.02794388,12.76216418,13.361489,13.18651394
Col6a5,13.60843374,13.68769579,13.4970547,13.66758952,13.74893357,13.83277515,14.10944792,14.19402569
Rab3gap1,14.47688523,14.45465306,14.52230523,14.30336289,14.24383021,14.23597709,14.46525252,14.45624353
Znf609,16.1449713,15.81022961,16.319077,15.97966726,15.79307311,15.88035823,15.32734862,15.45683901
Plxnc1,14.3079054,14.42895672,14.10724721,14.33608768,15.25697329,15.14048281,15.82991979,15.82991979
Ppp1r12c,14.56373,14.58417206,14.37696918,15.02699655,14.71315294,14.67851463,14.3144387,14.37930111
Gm4955,14.28167368,14.33212158,14.38250627,14.16101038,14.32948816,14.41721462,14.65806012,14.62339457
Hdac6,11.5370871,11.0859957,11.85798834,11.65433718,12.64153862,12.58834839,12.79297778,13.10585822
Vav3,13.37920134,13.36959537,13.45004588,13.37408984,13.61022651,13.58172477,14.03681041,13.95729872
Stxbp5,12.4664819,12.44203341,12.90400727,12.55915035,13.73811949,13.711027,14.22946549,14.21143972
Lsp1,13.36389772,13.47353981,13.1707793,13.253939,13.26673695,13.30385731,13.31275044,13.31172025
Srsf2,13.59829952,13.46564722,13.42542011,13.5338738,13.5583907,13.38727852,13.62387324,13.6914513
Wapal,12.84741829,13.00770407,12.58834839,13.06372061,12.94204047,12.87875084,13.0632445,13.09134376
Tmem132d,13.64083893,13.6188975,13.76861122,13.73244951,14.17823658,14.12043876,14.13767618,14.0310105
Ddx3x,12.25311108,12.2492063,12.46267259,12.39218883,12.63363719,12.41560413,12.64730381,12.79681946
Arl14ep,12.91030625,12.83273773,13.14736945,12.80511623,14.52967041,14.32430678,15.17929552,15.16182164
A430078G23Rik,12.82169533,12.78880113,13.21121532,13.51682951,14.0648748,13.99086892,14.97452705,14.936872
Spag1,14.90081298,14.89378739,14.64009408,14.76364923,14.90540014,14.91141564,15.51310126,15.52138604
Lrrfip1,13.55495969,13.60843374,13.55201194,13.5048243,13.69227117,13.72431341,13.88077681,13.90048718
Men1,14.33795127,14.49816303,14.53218492,14.53485212,14.4410837,14.55259633,14.9392805,15.0309164
Cd86,15.12017766,14.59026416,14.07328796,13.91326911,14.30650018,14.54140295,14.15118072,14.34893013
Lrrc47,13.78069273,13.84649462,13.70747793,13.91133649,13.98456258,14.00595655,14.6569217,14.74281709
Hnrnpc,13.65582779,13.52357328,13.62387324,13.86905035,14.27902936,14.46177203,14.67851463,15.06000788
Ncoa4,12.23360456,12.52027496,12.43837449,12.42668924,12.34740271,12.3746675,12.55125988,12.65973242
Rrm2,13.40577143,13.52530574,12.93287742,13.28467393,13.2961975,13.29475031,13.6017057,13.6666502
Mark3,12.04324765,12.09377394,12.47722206,12.8761164,12.52247911,12.50498369,12.80833163,12.77953108
Plekha5,13.91020511,13.91414881,13.86442573,13.80758942,13.94046607,13.96427706,14.44907538,14.40989032
Cbll1,11.94663903,11.80197044,11.91256275,11.7618179,12.26248158,12.2153588,13.70148931,13.80218456
Exoc6,15.65384851,15.57583258,15.47671672,15.47671672,15.32383926,15.35074624,15.22346009,15.10483516
Brd9,14.33985121,14.41395045,13.89145787,13.97338176,14.05471398,14.02716755,14.21518718,14.20541087
Dock11,12.3098365,12.36098064,11.98532019,12.26525367,12.24476225,12.17203454,12.72543934,12.75741427
Khsrp,12.41302681,12.58346163,12.53628045,12.04699192,12.68019263,12.53199362,13.04442539,13.15163475
Nedd4l,11.11437533,9.956386144,10.84782812,10.23803027,11.79149438,11.67416798,12.40637234,12.81104642
Slc29a3,15.08924393,15.15119778,14.60746604,14.57547417,14.66789671,14.7066302,15.13383642,15.10769646
Abhd16b,15.83392554,15.19783513,16.08200066,15.89401748,15.7621099,15.82603418,15.48054918,15.57583258
Slc2a1,14.80340748,14.97452705,14.99959125,14.90081298,14.99146101,14.96393974,15.51100043,15.63885146
Luc7l2,15.68972117,15.74187809,15.52051049,15.81363848,15.61233086,15.60229285,15.86985919,15.70068121
Pnrc1,13.81717368,14.01860334,13.8529705,13.81307941,14.01096351,14.0043954,14.26458881,14.20378385
Esyt2,13.07396142,13.04708301,13.1667158,13.2391296,13.14180398,13.19324689,13.5456387,13.51807758
Cfl1,16.62702608,16.61619567,16.62702608,16.42914371,16.60587473,16.61619567,16.56866123,16.68410825
Tmem55b,13.59180299,13.69499043,13.20654545,13.57331664,14.07210484,14.05289553,14.43314525,14.43068454
Rabgap1l,13.82848041,13.95157477,13.53207377,13.71788605,13.81885352,13.90048718,14.0716511,14.08268231
Cmip,13.50641248,13.52849874,12.27085131,13.10177932,13.51488814,13.65886094,14.11148737,13.90478581
Cnr2,11.78269717,11.9580002,12.2747942,11.82496798,12.35396785,12.13378759,12.75484848,12.61808683
Vmn1r236,12.86132864,13.05324377,13.15699841,13.14311974,13.68091115,13.64840432,13.8521372,13.76927913
Senp7,13.93896793,14.0080517,13.9366655,13.9086314,14.1331407,14.12463689,14.35120451,14.43605322
Rbbp4,12.97280612,12.74628322,12.59213278,12.55266654,12.79681946,12.89242895,12.92759333,12.92759333
Rrp1b,12.97134332,13.16745883,13.19324689,13.16214941,13.20857494,13.20296957,13.8937035,13.92799153
Sfpq,12.21305954,12.24160959,11.67416798,11.88005689,12.03051126,12.1401396,12.56413073,12.6324356
Dync1li1,11.72703541,11.40594883,11.4590756,11.54337357,11.96939699,11.79149438,12.48733382,12.45058192
Taf5l,13.7259998,13.62919681,13.5338738,13.40617099,13.55628058,13.6565187,13.77416097,13.82082162
ptplad1,13.77849914,13.57864827,13.4300321,13.73006721,13.57650927,13.65101141,13.93553331,13.88611401
Card6,13.86442573,13.85356178,13.90292398,13.73735276,14.18315166,14.08126499,14.92043289,14.84770202
Swi5,14.26844536,14.14072377,13.40400158,13.88341003,14.15222611,14.21620442,14.36764727,14.33524622
Trmt1,12.32844828,12.28693807,12.74058134,12.446381,13.00469701,12.82667878,14.16964504,14.15340222
Wdr74,14.21209959,14.2083697,14.347524,14.00187657,14.04081248,14.07862306,14.16775268,14.08126499
Nek9,12.68147373,12.61353981,12.28957978,12.34214448,12.703882,12.79406636,13.97157314,14.04484339
Tbc1d1,12.25126222,11.94000094,11.75298812,11.51888818,12.63442888,12.35610228,12.85767124,12.70947715
Strn3,13.435578,13.31275044,12.99663321,13.59600598,13.76927913,13.83979957,14.31550662,14.36279048
Ptpn12,13.50784929,13.3439797,13.37920134,13.81451172,13.82115745,13.91968611,14.4107427,14.53014396
Camk4,14.44316715,14.50394163,14.50818618,14.46111387,14.67223687,14.64242731,14.75340609,14.66536378
Arhgap30,13.2559083,13.15163475,13.19246835,13.28365718,13.63060637,13.37063698,14.17457988,14.15402049
Nab2,14.35609641,14.24454509,14.39647014,14.20378385,14.08035208,14.19402569,13.75964553,13.86686064
Tle4,14.32838538,14.32498627,14.17823658,14.28377861,14.37249559,14.34247927,14.56060266,14.51379288
Dmxl2,13.8774888,13.83767979,13.69499043,13.49088591,13.81798028,13.89809511,14.93166105,15.09690021
Rps14,12.86914691,12.84741829,12.78314015,12.74829954,13.45004588,13.25111732,14.20608233,14.31040663
Stat5a,14.77879953,14.81544713,14.76138224,14.68120843,14.67601441,14.67357882,14.88840156,14.8999098
Slc7a1,12.9737092,12.87975474,12.42196399,12.62767872,12.44008204,12.76470929,13.48852368,13.4072337
Kifc5b,14.80820173,14.72811519,14.47573965,14.56013549,14.56944402,14.66654755,15.1940831,15.32897071
Cul4b,12.51002926,12.33266572,12.52424243,12.81533434,14.08732905,13.9498008,14.8064656,14.79049219
Atrx,13.41257621,13.3487184,13.28277004,13.50198034,14.0661505,13.91593537,14.96088125,14.75340609
Nbn,11.99252179,11.89625555,11.74053334,11.89625555,12.24273637,12.24273637,12.7901925,12.91280288
Baz2a,10.80645609,10.98031465,11.0394954,11.0394954,12.8239095,12.50850855,13.46212734,13.78069273
N4bp2l2,13.14736945,12.90400727,15.01485653,15.29521103,17.22708749,16.66925237,16.40034877,16.4982212
Nfkb1,14.13951104,14.23465191,14.17022843,14.08268231,14.3904045,14.32498627,14.66654755,14.68712981
Cbfb,13.31677923,13.31172025,13.3105004,13.24756485,13.62478498,13.63172747,14.17691931,14.03681041
Pus10,13.25278375,13.40400158,13.35741126,13.10061098,13.36307133,13.36558429,13.84649462,13.85998246
Lrch4,13.41749609,13.19824739,13.74011723,14.28987857,14.74425581,14.69888096,15.12580894,15.25528742
Fyn,11.86324803,11.85798834,11.81323142,11.77368475,12.44342452,12.30823638,12.65577925,12.57620989
Ccnd2,14.49209166,14.6269197,14.58850839,14.60590979,15.11310216,14.9392805,15.28860076,15.16858797
Cgnl1,11.55985272,11.47194198,10.91156532,11.55243167,11.48678786,11.50830002,12.45765164,12.29536779
Gpr112,11.35861263,11.57897243,11.29528374,11.21319341,11.81076803,11.59934215,12.29675782,12.35396785
Emc4,13.52446645,13.41859689,15.04288926,15.10483516,15.82603418,15.70332855,18.09636341,18.09636341
Stk39,12.27598322,12.02259271,12.08694104,11.93623923,12.42966721,12.43707521,12.62500926,12.81920988
Pclo,12.37228531,12.32262765,11.64301889,11.8221112,11.93416655,12.10775862,12.83901998,12.8126264
Tial1,13.99833083,13.99086892,13.49251785,13.82082162,14.04395993,14.06009094,14.03830534,14.01860334
Abi3,14.01330108,14.06074781,13.14110639,13.83799865,13.77990132,13.81636964,13.94159148,13.97011572
Ccdc86,12.35221934,12.43837449,12.18294099,12.08694104,12.19001983,12.36372934,12.703882,12.83030624
Miip,13.5095433,13.58685284,13.45138851,13.37796607,13.57424498,13.64379787,13.96427706,13.8844597
Ensa,13.58079137,13.55747574,13.90666795,13.66103346,13.7934798,13.61673658,13.48180577,13.54417772
Traf1,12.83273773,12.94424433,12.68019263,12.07947137,12.89619793,12.87438586,13.73429803,13.71342336
Nck2,11.99480805,12.22551471,12.37657355,12.7953247,13.78640981,13.64492489,13.82403863,13.94900436
Zfand5,15.84163434,15.84868241,15.7621099,15.81910316,15.81910316,15.81363848,16.20756899,16.20058187
Map10,13.10266309,13.20805838,13.13604063,13.08954814,13.04857262,13.14023945,13.20225424,13.14602234
Poldip3,15.71563507,15.75888797,15.75280387,15.61823874,15.7776374,15.80430067,16.28250708,16.38316728
Nin,12.88217293,12.8627908,12.80138933,12.90019101,12.79297778,12.87004265,13.20296957,13.12635634
Crnkl1,12.68520398,12.63636196,12.78193071,12.71653399,13.11312154,12.90171441,13.31436058,13.35885085
Neurl4,16.38316728,16.33759962,16.50449235,16.26055307,17.43939551,17.43939551,17.83272241,17.89874698
Abcb1a,12.92259698,13.09880499,13.19053359,12.99565376,13.76426035,13.72094426,13.70058987,13.82979231
Gimap4,13.37724439,13.79677045,13.71577311,13.41683864,13.77633878,13.5420155,14.27689138,14.19775419
Ube2o,15.68207858,15.62982283,15.53229431,15.34939041,15.68972117,15.7621099,15.64448779,15.55642629
Map4,12.03242918,12.22995689,11.93623923,12.06310152,12.27738107,12.07947137,12.51873471,12.47498157
Gpam,13.03146446,13.19324689,13.53481135,13.27400922,14.04706787,13.94318919,14.38174507,14.44645139
Fmnl1,16.00359506,15.97966726,15.54731995,15.43453796,15.84440859,15.9115362,16.34894406,16.36013568
Hsp90aa1,14.40664787,14.41721462,14.38516911,14.33524622,14.59622404,14.59622404,15.34049375,15.19783513
Snapin,12.86808906,12.94204047,12.50498369,13.01767168,13.57864827,13.45269969,13.72094426,13.6188975
Plekhg2,13.58257734,13.56306588,13.79042931,13.62005539,14.20010152,14.01740047,14.35707142,14.42811344
Rbmx,13.67567762,13.48180577,13.75566214,13.64840432,14.6130817,14.46259176,15.10008884,15.24549623
Kpna1,13.94900436,13.86513465,14.0038695,13.77919918,14.65518285,14.52411122,15.24312425,15.28013261
Apobr,12.20711626,12.32352845,12.36599313,12.52424243,13.18000418,13.08954814,13.78318681,13.76561103
Eif4enif1,14.27074315,14.35402592,14.35821674,14.12882231,14.58054008,14.61458043,14.78255443,14.99821771
Zbtb33,12.23834145,12.21791164,12.1707464,11.99252179,12.27919661,12.4287505,12.94275742,12.95493542
Uba1,13.06846526,13.20179521,12.96796024,13.04281495,13.41257621,13.4300321,13.78717418,13.77919918
Pak2,12.74397649,12.75484848,12.67126178,12.65421479,12.59805131,12.57414329,13.4462667,13.53279218
Senp2,13.87056579,13.74620573,12.9780458,13.85513773,13.5420155,13.67926689,14.02367105,14.0670553
Ssh3,15.87241791,15.8839666,15.42178013,15.5347416,15.65384851,15.67888753,15.80430067,15.71563507
Raph1,14.15222611,14.19775419,13.85663705,14.08347544,13.83979957,13.85356178,14.02137455,13.99695214
Kdm3a,12.50374501,12.82293543,12.69193942,12.62500926,12.48626537,12.57620989,12.84876649,12.76563895
Pabpc1,14.19466352,14.22131878,14.16706667,14.3144387,14.49408881,14.47987298,14.82330743,14.70483048
Rftn1,11.93623923,12.08233394,12.34518514,12.00384471,12.52626865,12.4664819,12.38084576,12.4535513
Mdga2,13.71648424,13.68922776,13.90478581,13.67195472,13.67750139,13.62005539,13.79500109,13.65101141
Cdc26,15.23455581,15.39410121,15.15622522,15.09815209,15.10769646,15.18688274,15.41643083,15.45195456
Polr3g,12.33468968,12.41046925,12.41046925,12.58156033,12.8519752,12.64619503,13.12961661,13.25799319
Dennd1b,12.79935059,12.79784649,13.15416514,13.07323303,13.12121412,13.13311659,13.17870534,13.10266309
Utrn,12.34214448,12.31314656,12.47385625,12.50498369,12.66856019,12.56557581,12.9575139,12.79406636
Ripk2,14.24662409,14.03936338,14.3904045,14.26545281,14.69454672,14.63601273,14.23597709,14.416045
Cep135,13.76467796,13.77789185,13.29475031,13.69339713,13.77849914,13.7519043,13.9086314,13.95477425
Twistnb,14.04081248,14.04706787,14.29169674,14.14527236,14.65893194,14.61568346,15.12460946,15.23455581
L3mbtl2,12.94424433,12.88217293,12.55464321,13.04857262,13.02698774,12.81633842,13.86905035,13.84199605
Mtdh,15.69498713,15.70332855,15.17284942,15.45328394,15.57583258,15.62578567,15.96193709,15.9115362
Eml4,14.64902302,14.72640989,14.82095011,14.46259176,15.04288926,14.9191163,15.50393272,15.36912829
Riok1,15.84440859,15.77132105,15.74594047,15.48330183,16.12960198,16.34194166,16.24432428,16.27648274
Nol9,15.26044105,15.28175797,15.04988314,15.23455581,15.30343732,15.14208636,15.65384851,15.64780343
Chrac1,14.96586878,15.00906152,15.13383642,15.12868184,15.23019844,15.17624969,15.14048281,15.29521103
Fam208b,12.06310152,12.19578927,12.12706283,11.98922977,12.430794,12.67311285,12.8651131,12.9737092
Bcl2l11,14.31005332,14.36056003,14.10944792,14.01965265,14.25382786,14.40815684,14.76811255,14.59896571
Asun,13.71577311,13.84274171,13.21045164,13.65245657,13.86905035,13.80218456,14.7021363,14.76811255
Grap2,14.26138128,14.28006435,14.53960864,14.35950071,15.19561606,15.02872596,15.192361,15.36778105
Cdv3,12.330382,12.28957978,12.63363719,12.79406636,13.5048243,13.44115721,13.33783847,13.43893545
Unc119,14.78511246,14.6569217,14.69077799,14.49555072,14.9264548,14.77326897,15.23641156,15.26942134
Ezr,14.49127048,14.45115324,14.32643703,14.24560213,14.77625266,14.76811255,15.22517134,15.16732662
Ring1,13.16974592,13.25017624,13.27095669,13.20296957,13.82082162,13.77633878,13.74011723,13.85846374
Nr4a3,13.3175211,13.45459697,13.2391296,13.12635634,13.14110639,13.12049436,13.79227996,13.73367824
Tln1,14.10279163,13.99695214,13.86513465,13.95346203,14.56770277,14.48338405,15.3116998,15.2965543
Pkp4,10.91156532,11.0394954,11.48678786,10.80645609,11.90530128,11.75298812,12.52027496,12.47238152
Gon4l,12.62500926,12.62500926,12.61353981,12.38307779,12.29536779,12.32000295,12.89113286,12.82293543
Gm5724,13.21993363,13.11312154,13.20370135,13.37972642,13.81149016,13.64939726,13.74784085,14.0038695
Aff1,12.08953714,12.00384471,12.13039582,12.08409087,12.57014301,12.71093304,13.0577052,12.76728798
Acot12,13.27844998,12.85767124,12.58346163,12.85767124,13.05915883,12.98278151,14.22200912,14.28744541
Kdm7a,14.96393974,15.0226271,14.96088125,14.84134748,15.17035399,15.20315348,15.28447171,15.17284942
Ryr2,12.82293543,12.86808906,12.68994366,12.61808683,12.73657306,12.71967331,13.25225442,13.16036748
Fam53c,15.14745782,14.95824048,14.02656851,15.24312425,14.27173153,14.36395422,15.08369172,15.05466237
Rybp,11.48678786,11.80627412,11.62942979,11.55985272,13.05572353,12.88704501,13.16974592,13.75032954
Kifap3,14.61089161,14.62440933,14.51140575,14.6569217,14.72640989,14.69546399,14.64666864,14.67223687
6430531B16Rik,11.55243167,11.90704805,11.57897243,11.57897243,11.7618179,11.51888818,12.65421479,12.78193071
Ampd2,13.45969836,13.55495969,13.67195472,13.74691024,13.66259425,13.7934798,14.7937017,14.78832366
Brap,11.42686132,11.71575363,11.34057881,11.25593351,11.21319341,11.27322736,12.36599313,12.21072959
Dnajc17,13.95251866,13.97338176,13.77447141,13.78998812,14.08792072,14.03763671,14.57406192,14.44316715
Uba2,13.99480683,14.11724373,13.80070804,13.98105096,14.95593585,14.82095011,15.05635884,15.03840907
G3bp2,13.73006721,13.70703101,13.75964553,13.77059452,13.83277515,13.69339713,13.77517386,13.72867166
Mphosph9,13.4270273,13.57392509,13.68857848,13.70248105,13.9093119,13.89300012,14.21092435,14.0648748
Gm10020,11.62942979,11.72703541,10.80645609,10.84782812,11.31204127,10.54295726,12.13173076,12.22551471
Ftsj3,12.86018494,13.12527944,12.93684033,12.89566982,13.01158363,13.00229863,13.34758676,13.3751426
Rps4x,13.05482354,12.99225481,13.01158363,12.89619793,13.75032954,13.70930594,14.48655722,14.58417206
Tsnax,14.11937803,14.19247161,14.01860334,14.17978559,14.22946549,14.20262972,14.48736737,14.43006238
Rbm12b2,13.34334197,13.47143393,13.14657234,13.49251785,14.06416829,14.02137455,14.18122742,14.21783809
AB124611,12.59213278,12.63363719,12.66856019,12.34281664,13.10061098,12.97984858,13.22869648,13.25017624
Rabep2,12.35012384,12.3983562,12.28167631,12.247801,13.02842345,12.99930916,13.15899322,13.05915883
L1td1,14.50483817,14.51217635,14.53345014,14.55432745,15.03623044,15.08924393,15.26044105,15.21297275
Fam76b,11.68888054,11.88427433,12.19578927,11.92764193,12.77164426,12.69483673,12.78574429,12.99663321
Unc13d,11.94000094,11.98532019,11.85498379,12.02037229,12.09377394,12.00163594,13.20972233,13.14110639
Bcas3,14.08481562,14.01740047,14.27288514,14.18315166,14.77879953,14.60746604,14.77179334,14.89493057
Tgs1,13.71342336,13.76304946,13.80525204,13.57468198,13.63930689,13.77295201,14.19775419,13.99299514
Chd7,13.98937072,13.94318919,13.9378955,13.94236156,14.24754215,14.14981652,14.67990399,14.7021363
Snx17,12.57620989,12.70249096,12.62108079,12.47498157,13.01767168,13.00693345,13.45608035,13.50784929
Mettl3,12.50629285,12.27321411,12.34214448,12.330382,12.47722206,12.42572039,12.8092729,12.80138933
Srpk1,12.58686971,12.34740271,12.19765121,12.22995689,12.58686971,12.60746716,13.02556993,13.20654545
H2afx,15.29893229,15.31381372,14.65518285,15.27892721,15.26404497,15.21767164,15.95753494,16.06033104
Crebzf,13.31436058,13.46641428,13.32105092,13.43041979,13.31436058,13.2402657,13.89145787,13.84649462
C2cd5,15.30343732,15.33189253,15.27149957,15.13163686,15.38428026,15.39050228,15.82165302,15.76975006
Eif4ebp1,14.43381818,14.37586703,14.31855226,14.18368624,14.10944792,14.16612223,14.13657672,14.28167368
Pola2,13.02079356,12.92759333,13.02556993,12.73447297,12.65421479,12.65421479,13.78157839,13.78397526
Git2,14.9191163,14.936872,14.72153027,14.61970832,14.81895709,14.77625266,15.20957231,15.26404497
Enthd2,16.23190141,15.45831355,16.01803427,16.19509916,16.75679374,16.66330043,17.20159991,17.26180988
Ubqln2,14.13191614,14.04484339,13.98032589,13.85051604,14.31550662,14.13845183,14.70844464,14.74748785
Trpv2,12.61808683,12.7710196,12.38384203,12.66982337,12.96065834,12.93287742,13.24924461,13.09284897
Dr1,15.10769646,15.10769646,14.9899663,15.08924393,15.80161766,15.68730794,17.47089695,17.37324855
Spag7,13.63172747,13.68976939,13.42949497,13.34693089,13.88759295,13.73075285,14.08089703,14.28006435
Tmem9b,13.84461013,13.92283868,13.95213031,13.76649298,14.04791355,14.21518718,14.25032581,14.24906021
Gpatch3,12.17640094,12.27085131,12.22448497,12.01795114,12.21305954,12.23990221,12.85133746,12.8381178
Timeless,14.12262784,14.20903184,13.50011123,14.3864753,13.76561103,13.72867166,13.89504593,14.03529261
Ncoa2,16.04018108,15.94694392,16.06033104,15.79307311,15.81363848,15.87631661,15.67610789,15.75648423
Tmem245,13.03795412,12.6570749,12.76043632,12.68823066,13.12961661,13.10382466,13.65816392,13.86798363
Gapdh,13.71732267,13.53481135,13.28510622,13.43893545,14.19330133,14.07268904,15.90209213,16.01076585
Pfkfb3,13.67637768,13.71961182,13.66450105,13.30071821,14.31855226,14.43605322,14.43572206,14.32712759
Fbxw8,14.02716755,13.94603155,14.09705059,14.02859361,14.58526504,14.48974506,14.66291126,14.70377484
Ptbp1,12.22819087,12.5943599,12.47813397,12.47722206,12.96239241,12.82551679,13.07062275,13.1999111
Gucy1b2,13.12635634,13.09284897,12.59805131,12.87004265,13.07593918,13.0577052,13.43267177,13.40110196
Btbd10,12.55791288,12.81633842,12.52247911,12.52027496,12.63636196,12.74058134,13.34334197,13.33535752
Znf507,13.75032954,13.81266836,13.02214602,13.56306588,13.41348983,13.52941655,13.57766668,13.67567762
Cap1,13.16874474,13.21045164,12.80833163,13.25225442,13.17386814,13.08522914,13.49325179,13.51109576
Sap30bp,13.6188975,13.67002115,13.05482354,13.67567762,13.54145328,13.48584051,13.48318938,13.59432025
Wtap,12.19292702,12.13378759,11.69775376,12.18294099,11.95423546,11.81873099,12.35610228,12.42196399
Mre11a,13.7675843,13.79603691,13.41859689,13.65712846,13.8937035,13.86233886,14.15340222,14.17186588
Ankrd12,14.32643703,14.00595655,13.61166125,13.9920131,14.3162401,14.26138128,13.96536177,14.07419757
Ksr1,15.32734862,15.37707415,15.30343732,15.13845082,15.24312425,15.28293435,15.20476394,15.192361
Hps3,13.27754352,13.33052942,12.84525257,13.29475031,13.63546307,13.62965702,13.59888393,13.64379787
Atp8a2,14.49466187,14.46417203,14.44497241,14.40309417,14.54886553,14.62440933,14.34434451,14.3162401
Bcor,14.43314525,14.40989032,14.38321677,14.38250627,14.62339457,14.65148438,14.61970832,14.56013549
Phf6,12.88592707,12.8239095,13.1489054,13.01274381,13.18858032,13.18145871,13.18932986,13.05089447
Eif3b,13.91241394,13.88077681,14.55633826,14.03936338,14.7452274,14.61089161,14.30336289,14.22131878
Arid4a,13.50274356,13.75705117,14.22438864,13.79562869,13.84599861,13.80288272,13.61673658,13.73811949
Nfat5,14.85886684,14.84770202,15.38820871,15.50813733,16.40034877,16.1585786,16.05690826,16.17634055
Fam207a,12.2153588,12.47075173,13.49949778,13.14602234,13.62965702,13.47353981,13.13311659,13.05151148
H2-K1,17.22708749,17.19058359,17.49793035,17.31249862,17.54911322,17.49793035,17.24154492,17.42584367
Clic1,13.410794,13.30385731,13.2816588,13.18858032,13.53623615,13.51612425,13.55909393,13.59301095
Mepce,13.44890024,13.31574459,13.7675843,13.42862072,13.65245657,13.60227979,13.41859689,13.35195236
Prkab1,15.35074624,15.43898207,15.39050228,15.42178013,15.1457811,15.17284942,14.9177479,14.87260749
Surf6,13.59600598,13.66758952,13.91525603,14.07862306,14.11603353,13.87389241,13.74111019,13.98937072
Ssh1,14.10724721,14.10944792,14.01201653,13.96427706,14.02561523,14.14439961,13.97703801,13.94603155
Ciz1,14.19609716,14.1214732,14.43314525,14.43605322,14.56620743,14.60848106,14.50729356,14.54486038
Mast4,13.8993856,14.09705059,14.07862306,14.06200142,14.20262972,14.31215444,14.29049676,14.29730596
Thap4,13.4190815,13.32777988,13.64214764,13.59301095,14.35821674,14.18215542,14.13087014,14.11724373
Bcl2l13,12.64730381,12.46267259,13.23217944,13.55628058,13.51194124,13.68616547,13.17489319,13.26817256
Agtpbp1,16.19509916,16.16118398,16.28250708,16.1585786,16.46830891,16.3962644,16.19509916,16.21197433
Ccdc8,13.82304938,13.74440337,14.13087014,14.18686636,14.26732417,14.1636885,14.05364139,14.08601368
Spry1,11.29528374,11.42686132,11.82496798,11.62942979,12.44724219,12.37228531,11.97217033,12.10284655
Mecp2,13.42542011,13.49447741,13.31820119,13.45217756,13.97917947,14.08792072,13.99547909,14.00967713
S1pr4,13.46495677,13.39481931,13.43471553,13.44227502,13.43096329,13.51047287,13.4955495,13.4963108
Hmgb1,11.4590756,11.50830002,11.94663903,11.59195499,12.58156033,12.29860246,12.40301478,12.36797173
Bsdc1,13.39481931,13.02214602,13.78998812,13.57534941,13.51350425,13.34758676,13.00770407,13.21254538
