ID	0h.a	0h.b	2h.a	2h.b	8h.a	8h.b	16h.a	16h.b
Abcf1	15.0287259615459	15.0614001742835	14.5093966694948	14.911415637051	15.0614001742835	15.1183669185909	15.4699665426678	15.4885781969223
Acaca	14.1812274245397	14.224388640637	14.5105402056884	14.3454335949983	14.6653637840388	14.5999316226205	15.5081373270267	15.5785582871325
Acly	15.2020528932238	15.0582948305872	15.4267832206879	15.346906834456	15.3790674290352	15.2129727525951	15.2176716419971	15.4320054513557
Aebp2	13.7977567770702	13.8950459324207	13.7967704510616	13.7482342178769	14.5536344512122	14.4670082830298	14.7839491941137	14.8248892575913
Aff4	14.9954887940708	15.1000888389128	15.0076800435302	14.4376087538935	15.593163476783	14.9244833160656	16.0472693499258	16.0180342739916
Agfg1	15.4244836533239	15.5185515709291	15.580853917788	15.3691282874889	15.8893577895617	15.8486824094127	16.1001640632671	16.0546065864865
Ago2	12.9956537601567	12.9915046335685	12.7462832181465	12.6415386204396	13.4642941305429	13.2595257562407	13.3860253388956	13.5278214843125
Akap1	11.9774367532932	12.1120866677676	12.1534344027838	11.7529881196761	12.3028529390605	12.2281908661875	13.3021395281745	13.3607299643234
Akap13	14.534852120115	14.5589758339019	14.0957975279599	14.8491708566416	14.6907779852298	14.6699492989572	14.5999316226205	14.6526686116325
Alg2	13.2896564863804	13.4057714273743	13.4553823583025	13.3080896739175	13.8790874339553	13.7887492002537	14.04706787117	13.8868129114602
Als2	13.4206173963365	13.4080752003058	13.26538482116	12.9966332132411	13.1195056623466	13.1658017145469	13.2976820239295	13.3127504434811
Amfr	12.790192501856	12.342816639915	12.2791966127741	12.0159449752165	13.764677958422	13.865785829257	14.291696744208	14.2017618967618
Ankrd17	13.4411572118541	13.4621273416511	13.2874945161039	13.3655842913353	13.7904293097733	13.6841400813693	13.954774245384	14.0109635135709
Ankzf1	14.780151760407	14.8082017342263	14.4713888650783	14.7421743925337	14.7732689709453	14.7164888060968	15.2789272136009	15.3138137167372
Apol7e	13.059158833835	13.0055378717408	13.0470830088155	12.7716442615884	13.5960059816695	13.1569984127646	14.1610103838	14.0479135544766
Arhgap6	15.9322025896563	15.8632205759359	15.7066251759013	15.8312712575041	15.833925539654	15.8416343426176	16.0667083685379	16.024563057299
Arid1b	13.2866272842575	13.3247573541713	13.1195056623466	13.0470830088155	13.2645369728259	13.1006109781763	13.2388013320452	13.219933633083
Arid5a	13.7093059388239	13.7642603497163	13.5148881379949	13.656518703227	13.8007080427969	13.9250228847696	13.8851962876492	13.8257229996804
Atf7	14.3065001769319	14.182155419744	13.9451195687589	13.755662139825	13.5836221297904	13.8114901555718	13.6136462581283	13.8075894169466
Atn1	14.4289567189777	14.405085093221	14.3443445084949	14.1977541851622	14.4777157225966	14.5212991755479	14.4536921551979	14.4617720299435
Atp1a1	12.7940663633247	12.9375176902668	12.9316073757725	13.0207935571364	13.7336782377066	13.7381194865482	14.1295502096433	14.0641682912888
Atxn1	13.499497783054	13.4785832842255	13.2920787133386	13.1924683500758	13.3291788064625	13.3541828387391	13.5739250946852	13.5027435627373
Atxn1l	12.9575138955835	12.9728061246595	13.1296166090578	12.7276237468271	13.0670427566456	12.9747379683149	13.2475648481406	13.012743813036
Bad	11.958000202825	11.9512268875491	11.9205172110196	11.9748860150397	11.8632480343909	11.7270354061124	12.2107295859676	12.1992115303436
Bag6	12.9275933338363	13.085229144681	12.993408219193	12.865113097729	12.8487664894067	12.9149200141869	13.1460223404191	13.1120312316779
Baz2a	11.6666275515629	11.8745207813397	11.5083000152269	11.605753126658	11.8842743339405	11.7736847466212	12.2464157838394	12.1415358376974
Bclaf1	15.7889914964818	15.8016176609746	15.676107887094	15.580853917788	15.6298228291484	15.6696050134478	15.6573583762682	15.6844564444853
Bcor	13.8075894169466	13.8963899480609	13.6408389270119	13.708726923321	14.0156829021904	13.9920130977594	14.0854421339083	14.0579781758175
Bicd2	13.4309632944613	13.5244664545168	14.1891131883539	14.0429218711928	14.2874454057456	14.0905826590588	13.9600149893119	14.0536413905433
Birc2	14.04895314157	14.2522190649955	14.0368104143479	13.7148212697572	14.1038798344206	14.3054038960943	14.8317851980669	15.2494605389957
Bud13	14.4442103843446	14.4554210557878	13.8790874339553	14.1758338415356	14.3271275947182	14.3454335949983	14.4641720339587	14.4842035899916
Cad	14.1172437343435	14.1534022176994	14.3462393045333	14.1745798758412	14.4081568370871	14.3879052415104	14.8303398112928	14.8048514471379
Camsap1	13.3074214306401	13.2851062211222	13.3913901993883	13.3182011868601	13.2402656983698	13.1318112854842	13.3157445851156	13.2775435156665
Caprin1	15.1338364221518	15.1562252168059	15.3386508924296	15.3306974811695	15.421780127967	15.3811723904439	15.7200657370995	15.6501749948769
Casp8ap2	13.4286207174392	13.1166780439397	11.7618178976099	13.0299396590255	13.1589932247261	13.246604992345	13.5095432960438	13.3671882447658
Cblb	13.9029239829528	14.0120165289449	13.5930109504645	13.3706369753652	14.6514843797605	14.5817091978052	14.9702095272754	15.0473225851661
Ccdc86	13.6195169924012	13.5705065001666	13.4158933276678	13.514023388241	13.6581639161302	13.5930109504645	13.9317896728722	13.9105258294441
Ccny	13.6876957948086	13.8478834269719	13.7692791295295	13.5520119403417	13.4831893845048	13.5617316292672	13.4227164003121	13.3920451589332
Cct3	14.1258760104133	14.1056754697763	13.9423615602653	13.9437815881573	14.3264370316101	14.3904044973418	14.4768852303352	14.6393564424716
Cct4	11.5083000152269	11.2332142355664	11.543373571877	10.9115653202449	11.9830373144592	12.1028465450808	12.4445918655939	12.5037450081195
Cd3eap	12.3838420261331	12.3164547582695	12.7212365827042	12.6873338606381	13.198247393143	13.3228737421536	14.1172437343435	14.1831516637892
Cd44	15.0448885966888	15.0892439276027	15.144426753239	14.8034074814715	14.8556577087389	14.9536113056617	15.0762681767493	14.9328623862444
Cd69	12.4104692523608	12.417467047788	12.7094771466459	12.7585384905443	14.4360532199389	14.220425794005	14.3528827837004	14.504838165074
Cdc26	12.570143010682	12.6643230225538	12.8345208257301	12.5629447281984	12.6473038106987	12.6489024670512	13.1917377025916	13.1738681368997
Cdc5l	14.5777606544053	14.6444415172047	14.3016584055038	14.5885083946243	14.4213394275555	14.4681575446119	14.5864454916839	14.6022403725188
Cdca7l	14.5677027712362	14.4713888650783	13.9733817561861	14.5777606544053	13.9392890596834	14.0196526525807	14.7164888060968	14.7334987703889
Cdk12	14.7164888060968	14.6890283328273	13.9196861075963	14.504838165074	14.5740619156296	14.6233945738468	14.6589319425412	14.6183013972745
Cdk13	15.3289707142	15.2144749848338	14.485456774081	14.7581645819657	15.4389820697719	15.4717990593454	15.28293435026	15.1562252168059
Cdk4	13.4227164003121	13.4955495045447	13.5168295109054	13.2866272842575	13.948330238602	13.7482342178769	14.8556577087389	15.0338882677903
Cdv3	11.7405333355328	11.7529881196761	11.2332142355664	11.6666275515629	12.2071162596436	11.870164121265	12.417467047788	12.4993896712445
Cebpz	13.2208613695942	13.2732148908224	13.0874906754608	12.9728061246595	13.1331165933824	13.1528836431465	13.5630658816102	13.520226084399
Cep85	13.4536707697468	13.5995926847933	13.5574757380814	13.473539814595	13.7110270000217	13.9113364919288	13.845349385642	14.1153610352138
Cgn	11.9986252880681	12.1563121644263	12.5751863930233	12.5187347057492	12.3746674985063	12.5629447281984	13.3312833345108	13.3614889959773
Chd4	15.4822402926009	15.4164308316475	14.5462621649638	14.9821203115979	14.9516739672555	15.0226270968142	15.2714995678081	15.2031534845132
Chd7	14.0393633838742	14.0648748042384	13.7602421338164	13.9836652007078	14.2143803540621	14.2103713275566	14.3769691838837	14.4536921551979
Chek1	12.6233288892633	12.7239310250837	12.7522974486727	12.5437590682699	12.5304048542563	12.5534176389049	13.8766296885094	13.7451434282085
Chtf8	12.4680770608511	12.9328774216702	12.7482995435589	12.356102276129	12.8415885108461	12.7819307144325	13.3549499159685	13.2391295972218
Clasp1	13.5742449796713	13.4513885143265	13.5466525552106	13.4870478466874	13.6943351928897	13.7119050911773	14.2365308909901	14.2645888127572
Clasp2	15.0981520933219	14.8622133020274	14.9100277875127	14.8622133020274	15.1752921564211	15.1562252168059	15.0600078841807	15.0322174251524
Clec4g	13.6588609379706	13.9047858082535	13.2809339342196	13.6146638875656	13.8075894169466	13.5520119403417	14.5649321498777	14.5396086354452
Clip1	13.3424356164692	13.0936382838137	12.8601849423368	13.0115836310601	13.473539814595	13.4944774090609	13.8559759231699	13.8087835087873
Clip2	15.1131021618266	15.0762681767493	15.012076500329	14.9967631229942	15.0105739618904	14.993224796973	15.1431644021551	15.0892439276027
Cluh	11.4059488337602	11.5598527172959	11.9664061114033	11.6741679814336	12.4370752101617	12.4801635045373	12.8627907975929	12.8956698248174
Coil	14.8500566348202	14.874540193426	14.220425794005	14.6156834598523	14.5093966694948	14.4873673687967	15.0799896372168	15.0243643232539
Crtc1	13.5110957560106	13.6510114148746	13.5110957560106	13.4966612300403	13.3990932777028	13.5897510023931	13.6775013860413	13.6600230171008
Cry2	12.5741432923525	12.507828135942	12.507828135942	12.4873338218347	12.9236604618506	12.8013893287801	13.0637206105579	13.1418039818797
Csde1	11.9853201860457	11.9276419349553	12.0179511416349	11.8351166250731	13.1087288621822	13.0406565565842	14.552596332078	14.7717933361146
Csnk1d	12.9452086445928	12.7386625104046	12.9466026377369	12.7819307144325	13.3217828147489	13.2532180015915	13.765611027994	13.7307528492864
Csnk1e	14.403094170475	14.2220091185482	14.1540204930407	14.1924716088907	14.6665475492068	14.5677027712362	14.9982177082379	15.1019395175988
Csnk2b	12.6388238084158	12.6415386204396	12.9001910117099	13.0279438819014	13.1026630947202	13.1354184400145	13.4553823583025	13.4536707697468
Ctnnb1	12.5413024090799	12.8467212680023	12.3082363836267	12.6311564682704	13.5095432960438	13.3549499159685	13.5253057421371	13.5759591400355
Ctps1	14.8209501071703	14.9838590251707	14.7825544342734	14.7390655504481	15.4885781969223	15.2789272136009	15.7697500621138	15.7713210498198
Cwc22	15.1728494220265	15.1685879731635	15.256973291722	15.0226270968142	15.14208636278	15.1221327116874	15.0362304417715	15.0981520933219
Cwc25	19.0542665761407	19.0542665761407	19.1789179360142	18.8518628327724	19.3849268164778	19.1789179360142	19.3849268164778	19.3849268164778
Dars	13.8608661459732	13.9239357430372	13.6943351928897	13.6408389270119	13.9994992602418	14.0439599344577	14.2932481339165	14.2768913809804
Dcp2	12.6712617843363	12.40637234368	12.508508550624	12.6154521585905	13.0093103684191	12.8248185124278	13.085229144681	13.0239660658563
Dctpp1	13.1234352860566	13.257155449702	13.1510344275584	13.0936382838137	13.0289685836087	13.0379541158372	13.6102265065119	13.6421476375295
Ddi2	13.5048243019768	13.5646230739239	13.5982995211616	13.6084337394746	13.5244664545168	13.5850001411463	13.8021845582467	13.7070310147802
Ddx10	14.5971311343689	14.6653637840388	14.0439599344577	14.2695912140963	14.7428170906809	14.6312328013958	15.2694213386805	15.1101352255686
Ddx21	13.0767708967783	13.0946543571757	12.6294007817773	13.2271457336219	13.1431197391422	13.2047578427874	14.8026587218921	14.780151760407
Ddx24	12.6114028536225	12.4030147774896	12.3242345361626	12.6336371887143	12.5113214395746	12.6250092640894	13.6995831812921	13.7031527365519
Ddx3x	13.1579470777313	13.1354184400145	13.3846461416545	13.5683436639757	14.3605600312627	13.9901614364639	13.772952009037	14.1558698277324
Ddx51	12.4420334119041	12.0729034962414	12.6074671586993	12.4902158647357	12.8787508367353	12.7397576563444	12.7414864235851	12.8700426478274
Ddx54	12.6654033305441	12.6381905821138	12.6698233679347	12.6437857957504	12.5397251542063	12.730288937147	13.953462026518	13.8052520377248
Dennd4a	13.7336782377066	13.6182846322759	13.6221961360838	13.421945333299	13.8028827185554	13.7977567770702	13.8179802845269	13.8937034981296
Dhx29	15.2817579661294	15.2924397822802	14.6640317248716	14.9582404813128	15.2789272136009	15.2251713440553	15.7126815311542	15.6093968755337
Dhx9	12.5506459437967	12.5868697148193	12.4610982307357	12.3028529390605	12.7888011289125	12.7165339947228	12.7795310782457	12.7344729719805
Diaph3	12.6666220714405	12.7016883377115	12.7165339947228	12.4916516314486	12.6043986635225	12.481736046178	13.1473694530553	13.1453308919058
Dkc1	15.0819542281183	15.0473225851661	15.0202157028022	14.9639397350154	15.1978351292972	15.2047639410434	15.5185515709291	15.4389820697719
Dnajc2	12.7929777820939	12.8027961974383	12.6731128549601	13.1865139388212	13.3021395281745	13.3337572475495	14.2103713275566	14.1836862415822
Dnajc21	13.0135658684374	13.1559497982161	12.8943435059082	13.0632445031948	13.4099883062039	13.3507407651356	14.0018765674696	14.154806677985
Dnmt3a	15.3729209991047	15.3588613542865	14.9447637964232	15.2714995678081	15.1431644021551	15.1703539908279	15.9179671543072	15.9227068947488
Dnttip2	13.2732148908224	13.2453726631532	12.8182949757083	13.18000417625	13.3695953702698	13.3860253388956	13.9619575052105	13.9448221309718
Dock2	14.708444638094	14.6709917139683	14.7150471345885	15.0105739618904	14.9721387340016	14.8597987011425	14.636012727923	14.6400940820878
Dot1l	13.1715801652385	13.1579470777313	13.0035763884207	12.9635734628787	13.4590541192354	13.3972557013468	13.5466525552106	13.5487076228015
E230008N13Rik	13.9864098281419	13.8636752465738	14.2274857453802	14.044843393373	14.249060205321	13.9868849202119	14.557107585047	14.5179882501077
E2f6	12.8631035724061	12.8519752039877	12.9236604618506	12.7672879824672	13.0624481001135	12.9713433216027	13.6221961360838	13.8222188025153
Ece2	13.7967704510616	13.8075894169466	13.9619575052105	13.8851962876492	14.2213187816828	14.2060823304093	14.4842035899916	14.5740619156296
Eed	13.3661724432228	13.4389354532876	12.7857442897136	13.4057714273743	13.4174960914864	13.5152662925489	13.7324495072012	13.8015046829275
Eef1b	13.1296166090578	13.2128031864925	13.520226084399	13.0022986305453	13.4442647560899	13.3730042656794	13.6943351928897	13.7541141881005
Eef1d	14.1940256864148	14.2768913809804	14.1831516637892	14.1132701058254	14.2162044153605	14.2288458078575	14.6130816953166	14.630328052072
Eef1g	10.5429572596589	10.7251422631618	10.4037496715582	10.5429572596589	9.95638614355367	9.95638614355367	12.0469919217569	12.1658156605608
Eif4ebp1	15.7564842294289	15.7911387812663	15.7930731137282	15.8486824094127	15.8986614010522	15.8511031168869	16.1353957396367	16.1795390151824
Eif4g3	14.0400083917771	14.1891131883539	13.8211574505053	14.0808970317791	14.2728851371303	14.2514073049125	14.6444415172047	14.7176759274529
Eif4h	12.1011971361546	12.2886508851745	12.3830777925244	12.257754531949	12.2860929950873	12.5010842019688	12.8100961565199	12.6074671586993
Eif5b	14.8491708566416	14.9204328945104	14.4946618682834	14.7937016970909	15.3656617031227	15.2864627967332	15.5702614138663	15.6022928523295
Elac2	15.1019395175988	15.1431644021551	14.8622133020274	15.048896778507	14.9368720011898	15.0090615232373	15.1183669185909	15.2364115574874
Ell2	14.4546530578032	14.3551886820162	13.9431891926205	14.4357220610194	15.4195579892114	15.2640449728123	15.6501749948769	15.6731646351795
Elmo1	14.5462621649638	14.5601354876487	14.2256899843341	14.1954673801969	14.5912822122333	14.4713888650783	14.8341476251379	14.8845824469606
Eml4	13.7005898746704	13.7887492002537	13.2784499814904	13.4134898298785	13.6600230171008	13.7373527595689	13.8790874339553	13.8028827185554
Eno1	13.1603674786635	13.4932517933509	13.1354184400145	13.3157445851156	13.2947503113236	13.3534255324585	13.2689368487445	13.3312833345108
Eomes	13.9325265052163	13.9415914808332	13.96318730949	13.948330238602	13.6999206798576	13.8075894169466	14.5777606544053	14.534852120115
Esf1	15.1752921564211	15.1338364221518	15.1169411529993	14.8650568693114	15.7200657370995	15.633980784361	16.1410465872046	16.1585786003812
Etv6	12.573242247901	12.6506452386458	12.5868697148193	12.3722853056779	12.4689839882589	12.5591503455383	13.1204943643975	13.1943453338435
Fam134a	13.8950459324207	13.7074779321441	13.9579077311363	13.6943351928897	13.9647595617239	13.954774245384	14.4066478678548	14.2419911793153
Fam179b	13.9360110579498	13.934689358465	13.8015046829275	13.6999206798576	14.2445450905775	14.1558698277324	14.3115810102506	14.3699915500018
Fam207a	12.7024909625431	12.8092728975197	12.7050925669237	13.2424326231064	12.9592274734932	12.9270993540858	13.6306063705876	13.7899881197642
Fam208b	13.9057197988701	13.8868129114602	13.463414829814	13.66193182207	13.8802006448867	13.7570511743764	14.1933013251513	14.1107030449128
Farsa	12.6899436563546	12.6873338606381	12.812626396355	12.5304048542563	13.9521303139887	13.6182846322759	14.295483988489	14.5201502339476
Fbxw8	13.0339282016453	12.7254393359534	12.6643230225538	12.8716277190741	13.1263563374657	13.0508944725277	13.4257771321576	13.5590939267953
Fip1l1	13.5726277645038	13.66193182207	13.6317274732541	13.5064124755477	13.4057714273743	13.4249861986319	13.5261788533963	13.4099883062039
Fnbp1	16.3419416579678	16.2999047776629	16.4113787311839	16.4683089131336	16.1353957396367	16.0364312899585	16.389214068952	16.3375996159441
Fosl1	10.4037496715582	10.5429572596589	9.95638614355367	9.95638614355367	10.8478281159762	11.3787580604183	12.7109330436356	13.1501399775969
Fosl2	13.4399049201182	13.5064124755477	13.4825941525425	13.5067810686875	14.0741975714817	13.9715731430339	13.9751016518879	13.9132691125273
Foxk2	15.5432841997692	15.6478034258993	15.5147739144199	15.5185515709291	16.0364312899585	15.9372463510604	16.4172425022989	16.355407243056
Foxn3	14.7762526607132	14.8845824469606	14.8390826664421	14.5512422904879	14.4993716046916	14.6832807981784	14.32294811054	14.3917999039943
Ftsj3	13.9220784933383	13.8379986516879	13.3588508497932	13.7110270000217	13.4576031332621	13.6688399683406	14.2288458078575	14.3025603721538
Fxr1	12.1853434945217	12.3052743543043	12.3001088781734	12.1510671083846	12.2492063025328	12.1151506475363	12.8568785682197	12.8487664894067
Fxr2	12.5429513058815	12.4680770608511	12.4758584275894	12.2071162596436	12.7739891224818	12.7522974486727	13.1621494133961	13.1589932247261
Fyttd1	12.4916516314486	11.9748860150397	12.5187347057492	13.0913437631075	12.7840625214588	12.5506459437967	14.2178380885664	14.1812274245397
G3bp1	15.6714115923585	15.8574571751896	15.5972699603116	15.7307135924592	16.0569082587286	16.0519337108122	16.5150037601745	16.5828442303745
G3bp2	13.0997667917449	13.1144375847498	13.0379541158372	12.9466026377369	13.1715801652385	13.1338013237426	13.4749472127104	13.3891733903426
Gfi1	12.9966332132411	12.9798485839976	12.6415386204396	12.9696629744462	13.7148212697572	13.6781332797222	14.0393633838742	14.1987030056152
Gigyf2	14.2133833246658	14.2514073049125	14.2412679870624	14.3294881565596	14.4689255733197	14.3443445084949	14.6183013972745	14.6785146327336
Gm10020	12.4266892362094	12.5413024090799	11.7826971656248	12.3490289415985	12.3235284505715	12.2336045573282	13.0884649883883	13.1006109781763
Gng12	12.0016359396562	12.1042540140258	12.8542062608868	12.7621641780055	13.6981825947113	13.5311694715755	13.5067810686875	13.6238732380387
Gnl3	14.4318822160621	14.44033468039	13.9845625801259	14.060747813816	14.2349421682407	14.2412679870624	14.9264548023332	14.9204328945104
Gpalpp1	16.1081334458737	16.1763405484094	15.989884909761	16.1001640632671	15.8486824094127	15.9619370878403	16.1263831003441	16.1508973075753
Gpatch4	12.6336371887143	12.7585384905443	12.7231104786486	12.6038236967193	12.8481495059511	12.8216953287967	13.4024173379537	13.5549596904633
Gphn	13.6200553932609	13.7791991755147	13.692271170733	13.6268029405751	13.7871741756999	13.7839752566479	14.37586702864	14.4777157225966
Gpr171	13.8901497736975	13.9437815881573	14.0361919212246	13.8584637353612	14.582773274705	14.6161920963004	14.395588271198	14.3462393045333
Gramd1b	13.3990932777028	13.3852538579194	13.4061709872003	13.2874945161039	14.5004691053224	14.504838165074	15.1673266166683	15.1404828127419
Hdac2	15.4568390090581	15.4920703842701	15.4491062341996	15.3867994573543	15.4717990593454	15.5147739144199	15.7094752622049	15.6409995953164
Hdac4	14.8853996018047	15.0723713434251	14.8597987011425	14.8477020243268	15.0287259615459	14.9798943943351	15.2801326057021	15.2618256988989
Hdac7	14.7066302021568	14.7613822443449	14.7254131018879	14.6722368663393	14.7812874842838	14.7452273970459	15.234555806323	15.2251713440553
Hdlbp	11.9053012762652	11.8107680327907	11.3906142549787	12.5466713856333	13.2128031864925	13.0199554848638	13.2681725611472	13.5653955671072
Hectd1	14.0753526525637	14.1849713388761	14.1758338415356	14.1007431678057	14.1841811835637	14.2274857453802	14.4946618682834	14.5462621649638
Heg1	12.3765735512805	12.3018083406309	12.768389984853	12.548813831097	12.573242247901	12.8519752039877	13.4858405062105	13.2726806958503
Helb	12.9902489403145	13.1182387034331	13.387278517053	13.0624481001135	13.0069334529667	12.9754061311066	13.3210509205765	13.4024173379537
Hexim1	13.8130794118436	13.8826961742404	13.8268969577438	13.7570511743764	13.6700211487217	13.7864098106707	13.7744714133879	13.8240386259338
Hist1h1e	13.9132691125273	14.0271675526058	13.7851104681207	14.19124760494	14.3751975265461	14.3779943702959	14.8430966163967	14.7937016970909
Hivep3	12.9536374364497	12.8870450142353	12.6250092640894	12.8839770864236	13.50579894349	13.3648370982241	13.8505160351771	14.1566485145742
Hmgn1	13.7909948773674	13.6238732380387	13.8976166414419	14.1353892362056	13.8490590639745	13.8305877042674	13.496310795929	13.50579894349
Hnrnpa1	16.4982211992674	16.5427666108519	16.9166608701851	16.5529545267739	17.0873234044479	16.972689792172	16.8992615944402	16.9271329000219
Hnrnpa2b1	14.5563382570772	14.2960027939211	14.5259951465031	14.3176252993644	14.8341476251379	14.6890283328273	14.6022403725188	14.6844751271224
Hnrnpc	15.3153633419056	15.2494605389957	15.1511977760868	15.2047639410434	15.3116998029808	15.3289707142	15.595021533367	15.6638765075608
Hnrnpul1	13.8623388649878	13.9635707080413	13.7140541204687	13.5868528381543	13.7014893051254	13.8166654765301	14.1993801296897	14.0439599344577
Hp1bp3	13.9715731430339	13.8774888023979	13.5426052659797	14.0344516001881	13.5850001411463	13.7173226668852	14.0305773077315	13.9451195687589
Hps3	14.6014378396386	14.5296704058221	14.5953487938961	14.4707328654268	14.892235506376	14.6844751271224	15.2817579661294	15.0362304417715
Hsp90aa1	17.4979303549228	17.5281893203739	17.7201507632956	17.4708969517375	17.6210225069441	17.5836440036056	18.0338952752024	18.1223806883958
Hsp90ab1	18.7473394183612	18.8518628327724	19.0542665761407	18.7473394183612	19.0542665761407	19.0542665761407	19.286727914862	19.286727914862
Hspa14	13.0805057899277	13.0577052026836	13.5726277645038	13.2298363146067	13.9378954964179	14.1849713388761	14.1498165179084	14.3545047319642
Hspe1	11.8062741180049	11.8351166250731	11.8062741180049	11.7826971656248	12.1563121644263	12.3069493118759	12.9375176902668	12.8631035724061
Hsph1	16.389214068952	16.4172425022989	16.6526860075554	16.3123385893828	16.9609122973393	16.7405137266919	17.3732485533963	17.2270874933306
Hypk	11.0394953994118	10.9115653202449	12.1563121644263	11.8486600288859	12.5615245440484	12.5164807957626	13.473539814595	13.4804436982205
Ice1	13.5943202547075	13.547676280488	13.6389146322705	13.607366225753	13.9498007976941	13.9293304389999	14.332121578478	14.3424792669705
Il21r	13.2667369529821	13.6914512951576	13.6999206798576	12.9809441753806	13.9371949022813	13.4185968874566	14.4202711746358	14.32294811054
Ilf3	13.6484043229708	13.7188120839103	13.3291788064625	13.828480411023	13.7188120839103	13.7425397293765	13.835208397032	13.8379986516879
Inf2	13.50579894349	13.5420154981828	13.6991675687824	13.6221961360838	14.0018765674696	13.8222188025153	14.0879207187233	14.1331407012608
Irf2bp1	14.5380542184428	14.5563382570772	14.558265661417	14.3335283657405	14.5259951465031	14.6709917139683	14.5273975080761	14.5902641615081
Irf2bp2	14.4202711746358	14.4360532199389	14.486557216761	14.3016584055038	14.2863210038118	14.3079054047613	14.3929899117218	14.3475240044969
Irf3	14.5953487938961	14.5370742286532	14.5971311343689	14.3886540723379	14.4449724064231	14.569444015255	14.5662074253721	14.6224914104926
Irs1	14.9160450856145	14.9191162965999	14.8413474838274	14.7264098893789	14.8243168397289	15.003227657863	15.2208913313985	15.0836917242796
Irs2	12.9915046335685	12.9592274734932	13.1271842284764	13.1848762529883	13.3182011868601	13.3210509205765	13.387278517053	13.2866272842575
Iscu	15.5288783830569	15.0395784994245	14.8128041706708	15.3588613542865	15.1201776570235	15.164868826512	15.0582948305872	15.2314574532695
Itgb4	14.3886540723379	14.3595007082417	14.6327978210499	13.7074779321441	14.4281134420505	14.4056264875331	15.3656617031227	15.5161154790737
Jak2	13.3860253388956	13.3808016960529	13.2559082974742	13.1599375343525	13.6974186085007	13.6897693878945	13.9836652007078	14.0753526525637
Jmjd1c	14.0769347321073	14.1365767245127	13.948330238602	14.0400083917771	14.3647705202902	14.2863210038118	14.1443996131704	14.1696450416763
Josd1	13.0485726169756	13.0351626946354	12.874385857413	12.4781339682434	13.0149010528795	13.3203630220173	13.6233334132788	13.4691624662191
Kdm2b	13.6042454006319	13.5119412391038	13.343341971379	13.7642603497163	13.9250228847696	13.9132691125273	13.9784621781843	14.0416966600327
Kdm5b	12.6620244967125	12.5466713856333	12.2624815843989	12.3765735512805	13.0083136196721	12.9737091992554	13.0732330259624	13.3714055594525
Kdm7a	12.4963978082652	12.3887682808529	11.954235461115	12.4576516401868	13.085229144681	13.0782949851377	12.9149200141869	13.1559497982161
Kiaa0020	12.536280445677	12.6620244967125	12.1028465450808	12.5100292564068	11.958000202825	12.1250916482151	13.0406565565842	12.94424433463
Kmt2d	13.7209442564155	13.7276382105218	13.2085749380512	13.6809111491636	13.5504178953425	13.5630658816102	13.5977642810107	13.6610334590779
Knop1	16.1709762779037	16.1795390151824	16.0958629955736	16.0864784268893	16.3726028649053	16.3303098558729	16.6526860075554	16.6270260789456
Ksr1	14.2408899291524	14.249060205321	14.2941380515128	14.0670553025462	14.3860762097331	14.2475421508971	14.7410002599709	14.698880960847
Ktn1	12.1317307617223	12.0672414063976	11.8632480343909	12.118048333361	12.3578438583146	12.3887682808529	13.4982314872537	13.6116612491383
Lad1	12.90868640073	13.0233783339817	12.8622047648345	13.317521098043	13.1932468864438	13.2667369529821	14.780151760407	14.7551398802406
Lag3	12.0507547878924	12.0981976793787	11.7337621097012	11.9341665526334	11.5598527172959	11.5524316702932	12.5280243373852	12.2531110823012
Larp1	13.5180775839967	13.5152662925489	13.3000909191134	13.9653617716787	14.5649321498777	14.3886540723379	14.8513853786753	14.8260435516087
Larp4	13.1621494133961	13.2896564863804	13.3607299643234	13.7960369093743	14.8390826664421	14.7226192239818	15.5147739144199	15.5540886965487
Larp4b	13.7401172340753	13.6089986619184	13.5534212722792	13.9460315525096	14.439046925733	14.2466240897224	14.5794011409652	14.6945467153938
Larp7	13.7286716645602	13.7705945234696	13.4462666961723	13.5807913746308	13.9657168118088	13.9086313965546	14.6460901860054	14.6376843062556
Las1l	12.4219639885086	12.3921888266577	12.7365730609274	12.6532256605023	13.726560486654	13.5078492860571	13.9448221309718	13.9404660696683
Lats1	14.4527364984265	14.4318822160621	14.0864579804607	14.315506623299	14.6424273096683	14.6608711466847	14.7883236592365	14.890260707065
Leo1	16.024563057299	16.0308844976473	16.2924998443382	15.8416343426176	15.9322025896563	15.9428893131738	15.8559596655418	15.8893577895617
Lrmp	14.2162044153605	14.0620014190525	13.7204887819948	14.2750485604754	13.7324495072012	13.9392890596834	13.975818189342	14.2926108748989
Lsm14a	15.5404709291853	15.6069216972888	15.1499476284524	15.495244160301	15.5205104935205	15.5593413528011	15.620026757534	15.6788875271733
Mak16	13.1632705026528	13.429494968781	13.3080896739175	13.1444473827366	13.664501052122	13.5663462305165	14.4912704792894	14.6460901860054
Map4	13.8188535216692	13.8861140098797	13.5119412391038	13.8478834269719	14.3312313430041	14.3360876792131	14.1940256864148	14.1849713388761
Map7d1	13.0022986305453	13.130560346409	12.0895371446708	12.7129771488216	12.8666866507103	13.0361967121661	13.2836571827771	13.198247393143
