GeneName,0h.a,0h.b,2h.a,2h.b,8h.a,8h.b,16h.a,16h.b
Ibtk,2.9E+04,3.0E+04,3.3E+04,3.1E+04,3.6E+04,3.6E+04,4.0E+04,4.0E+04
Ibtk,2.4E+04,2.3E+04,2.5E+04,3.4E+04,2.8E+04,2.6E+04,2.2E+04,2.4E+04
Ibtk,5.7E+03,4.9E+03,5.2E+03,6.1E+03,6.8E+03,6.4E+03,8.8E+03,7.5E+03
Ibtk,2.2E+04,2.2E+04,2.4E+04,2.8E+04,2.8E+04,2.5E+04,2.7E+04,3.3E+04
Ibtk,1.1E+04,1.2E+04,1.1E+04,1.2E+04,1.2E+04,1.2E+04,1.1E+04,1.1E+04
Ice1,5.3E+03,4.7E+03,4.7E+03,3.7E+03,3.1E+03,4.0E+03,3.1E+03,3.0E+03
Ice1,1.8E+04,1.6E+04,2.2E+04,1.8E+04,1.8E+04,2.0E+04,2.0E+04,1.8E+04
Ice1,2.5E+04,2.5E+04,2.2E+04,2.4E+04,3.2E+04,3.0E+04,3.2E+04,3.3E+04
Ice1,4.9E+03,5.8E+03,4.6E+03,5.7E+03,7.2E+03,5.9E+03,6.9E+03,7.8E+03
Ifi203,2.4E+04,2.4E+04,1.6E+04,2.2E+04,2.4E+04,2.6E+04,2.5E+04,2.5E+04
Ifi203,3.8E+04,4.2E+04,3.0E+04,4.1E+04,3.7E+04,4.2E+04,4.0E+04,3.5E+04
Ifi204,7.4E+03,5.2E+03,5.9E+03,8.0E+03,5.4E+03,5.5E+03,7.6E+03,6.3E+03
Ifi47,1.3E+05,1.3E+05,1.1E+05,1.3E+05,1.3E+05,1.2E+05,1.3E+05,1.2E+05
Ifih1,3.9E+04,4.0E+04,3.5E+04,4.0E+04,3.0E+04,3.3E+04,2.7E+04,3.2E+04
Ifih1,1.7E+04,1.5E+04,1.5E+04,1.5E+04,1.6E+04,1.5E+04,1.7E+04,1.7E+04
Ifih1,1.9E+04,2.0E+04,1.8E+04,1.8E+04,1.5E+04,1.5E+04,1.6E+04,1.3E+04
Ifih1,1.2E+04,1.3E+04,8.2E+03,1.2E+04,1.0E+04,9.9E+03,1.2E+04,1.2E+04
Ifih1,3.6E+04,3.8E+04,3.1E+04,3.6E+04,3.6E+04,3.7E+04,3.1E+04,3.3E+04
Ifih1,3.7E+04,3.8E+04,3.4E+04,4.1E+04,4.2E+04,4.0E+04,3.8E+04,3.8E+04
Ifih1,8.3E+03,9.0E+03,8.2E+03,8.9E+03,9.0E+03,9.0E+03,9.8E+03,9.5E+03
Igf2bp3,1.9E+04,2.0E+04,1.7E+04,1.8E+04,1.7E+04,1.7E+04,1.8E+04,1.9E+04
Igf2bp3,1.1E+04,9.9E+03,5.3E+03,9.8E+03,9.4E+03,9.9E+03,9.8E+03,1.1E+04
Ighmbp2,2.7E+03,2.8E+03,2.0E+03,5.3E+03,4.7E+03,5.0E+03,4.6E+03,5.7E+03
Ighmbp2,4.7E+03,4.6E+03,4.5E+03,5.6E+03,4.1E+03,4.5E+03,4.1E+03,3.6E+03
Ighmbp2,8.7E+03,7.6E+03,6.3E+03,6.8E+03,6.7E+03,6.8E+03,4.9E+03,6.6E+03
Ighmbp2,4.0E+03,3.4E+03,3.4E+03,4.1E+03,5.8E+03,4.3E+03,4.3E+03,4.8E+03
Ighmbp2,5.6E+03,5.5E+03,5.6E+03,6.0E+03,5.9E+03,5.1E+03,5.1E+03,4.4E+03
Ighv4-1,1.7E+04,1.5E+04,1.8E+04,1.8E+04,2.2E+04,1.5E+04,1.8E+04,1.2E+04
Ik,2.2E+03,2.6E+03,2.3E+03,5.0E+03,3.5E+03,3.1E+03,3.9E+03,3.9E+03
Ikbkb,4.9E+03,3.4E+03,5.1E+03,3.8E+03,4.6E+03,4.3E+03,4.1E+03,5.1E+03
Ikbkb,1.0E+04,9.5E+03,1.1E+04,1.2E+04,1.3E+04,1.3E+04,1.2E+04,1.2E+04
Ikbkb,1.4E+04,1.7E+04,1.9E+04,1.5E+04,1.9E+04,1.9E+04,1.8E+04,1.7E+04
Ikbkb,9.6E+03,9.0E+03,1.1E+04,1.1E+04,1.0E+04,1.0E+04,9.8E+03,1.1E+04
Ikbke,6.5E+03,7.8E+03,9.1E+03,8.1E+03,7.3E+03,7.3E+03,6.9E+03,5.6E+03
Ikzf1,4.5E+03,3.9E+03,3.1E+03,4.0E+03,4.8E+03,4.8E+03,5.9E+03,5.4E+03
Ikzf1,1.5E+04,1.5E+04,1.3E+04,1.4E+04,1.7E+04,1.8E+04,1.4E+04,1.7E+04
Ikzf1,2.8E+04,2.8E+04,1.5E+04,2.2E+04,2.8E+04,2.6E+04,3.1E+04,3.7E+04
Ikzf1,8.6E+03,8.6E+03,5.2E+03,7.4E+03,6.5E+03,6.4E+03,6.7E+03,5.7E+03
Ikzf1,2.0E+04,1.7E+04,1.5E+04,2.2E+04,2.3E+04,2.2E+04,1.5E+04,1.6E+04
Ikzf1,2.6E+05,2.7E+05,1.1E+05,1.9E+05,1.9E+05,2.1E+05,1.6E+05,1.5E+05
Ikzf1,6.9E+03,5.9E+03,6.1E+03,8.0E+03,8.2E+03,7.6E+03,4.8E+03,5.2E+03
Ikzf3,8.3E+03,8.8E+03,6.1E+03,6.5E+03,9.2E+03,8.4E+03,8.5E+03,1.0E+04
Ikzf3,5.3E+03,6.3E+03,4.9E+03,6.0E+03,6.5E+03,3.9E+03,7.4E+03,6.4E+03
Ikzf3,1.4E+04,1.2E+04,1.2E+04,1.3E+04,1.4E+04,1.4E+04,1.5E+04,1.4E+04
Ikzf3,1.3E+04,1.3E+04,9.6E+03,1.1E+04,1.3E+04,1.3E+04,1.4E+04,1.4E+04
Ikzf3,8.1E+03,9.5E+03,7.4E+03,8.5E+03,1.0E+04,9.7E+03,1.2E+04,1.1E+04
Ikzf4,3.5E+03,3.7E+03,4.1E+03,4.4E+03,4.6E+03,4.7E+03,5.3E+03,4.4E+03
Il12rb1,1.6E+04,1.3E+04,9.1E+03,1.6E+04,1.2E+04,1.1E+04,8.5E+03,8.0E+03
Il16,1.9E+04,1.7E+04,2.0E+04,2.4E+04,2.1E+04,1.6E+04,1.6E+04,1.8E+04
Il16,5.6E+04,5.9E+04,5.5E+04,5.7E+04,5.6E+04,5.5E+04,5.0E+04,5.4E+04
Il16,1.2E+04,1.3E+04,1.1E+04,1.3E+04,1.0E+04,1.2E+04,1.2E+04,1.0E+04
Il16,1.4E+04,1.8E+04,1.8E+04,2.2E+04,2.1E+04,1.7E+04,2.3E+04,2.2E+04
Il16,2.0E+04,1.7E+04,2.1E+04,2.2E+04,1.5E+04,1.5E+04,1.5E+04,1.5E+04
Il16,2.2E+04,2.3E+04,2.2E+04,2.5E+04,2.5E+04,2.5E+04,2.1E+04,2.0E+04
Il16,7.8E+04,7.3E+04,7.4E+04,9.9E+04,9.3E+04,7.7E+04,5.3E+04,5.6E+04
Il16,7.2E+03,5.4E+03,5.3E+03,5.9E+03,8.3E+03,7.2E+03,6.7E+03,7.0E+03
Il16,3.3E+03,4.3E+03,7.3E+03,1.2E+04,1.1E+04,8.1E+03,5.9E+03,5.8E+03
Il16,8.3E+04,8.7E+04,1.1E+05,1.2E+05,1.1E+05,1.0E+05,1.5E+05,1.2E+05
Il16,5.7E+04,6.4E+04,7.7E+04,7.6E+04,8.1E+04,7.5E+04,8.5E+04,8.1E+04
Il18bp,6.8E+03,7.1E+03,7.8E+03,6.6E+03,8.1E+03,7.7E+03,9.6E+03,7.5E+03
Il18bp,6.9E+03,5.7E+03,6.1E+03,6.8E+03,7.3E+03,6.6E+03,6.0E+03,5.9E+03
Il21r,1.3E+04,1.9E+04,2.0E+04,9.3E+03,2.6E+04,1.4E+04,3.9E+04,3.5E+04
Il21r,5.6E+03,6.8E+03,6.5E+03,8.1E+03,8.7E+03,7.7E+03,6.2E+03,7.4E+03
Il22,2.7E+04,3.3E+04,2.4E+04,2.8E+04,3.0E+04,3.1E+04,3.8E+04,4.2E+04
Il2rg,3.2E+04,3.2E+04,3.2E+04,3.5E+04,4.0E+04,3.8E+04,3.9E+04,4.1E+04
Il4r,2.6E+04,1.4E+04,3.0E+04,2.4E+04,2.4E+04,2.6E+04,1.6E+04,1.9E+04
Il4r,4.4E+03,3.5E+03,2.9E+03,4.0E+03,4.6E+03,3.5E+03,4.4E+03,4.8E+03
Il4r,2.5E+04,2.3E+04,1.9E+04,2.0E+04,2.5E+04,1.9E+04,2.2E+04,2.1E+04
Il6st,9.1E+03,1.1E+04,7.9E+03,9.0E+03,9.9E+03,1.0E+04,7.6E+03,8.9E+03
Il6st,8.4E+03,8.3E+03,8.6E+03,8.2E+03,7.1E+03,7.1E+03,8.2E+03,7.1E+03
Il7r,5.2E+03,4.3E+03,8.3E+03,6.4E+03,5.2E+03,4.3E+03,2.9E+03,4.1E+03
Ilf3,1.0E+04,1.1E+04,5.2E+03,1.3E+04,8.0E+03,6.8E+03,6.5E+03,8.4E+03
Ilf3,1.0E+04,1.0E+04,5.6E+03,1.4E+04,1.4E+04,1.5E+04,1.6E+04,1.6E+04
Ilf3,1.3E+04,1.2E+04,9.3E+03,1.7E+04,1.7E+04,1.5E+04,1.5E+04,1.6E+04
Ilf3,2.8E+04,3.0E+04,2.9E+04,3.3E+04,3.0E+04,3.0E+04,3.1E+04,3.2E+04
Impa1,6.0E+03,6.1E+03,7.1E+03,5.8E+03,6.6E+03,6.7E+03,6.0E+03,6.1E+03
Inadl,4.4E+03,4.0E+03,6.3E+03,6.0E+03,6.6E+03,6.5E+03,5.2E+03,6.6E+03
Ing4,6.7E+03,7.6E+03,8.2E+03,6.8E+03,5.7E+03,4.3E+03,5.6E+03,5.8E+03
Ing4,5.5E+03,4.5E+03,4.0E+03,5.2E+03,3.2E+03,4.1E+03,4.4E+03,5.3E+03
Ing4,7.5E+03,4.1E+03,9.2E+03,7.7E+03,4.4E+03,5.4E+03,5.0E+03,4.6E+03
Ing5,1.1E+04,7.8E+03,1.3E+04,1.4E+04,1.0E+04,1.1E+04,6.5E+03,7.3E+03
Ing5,1.1E+04,6.2E+03,1.1E+04,1.1E+04,8.9E+03,9.3E+03,5.5E+03,6.5E+03
Ing5,9.5E+03,5.2E+03,9.2E+03,1.0E+04,8.3E+03,8.2E+03,5.9E+03,6.4E+03
Ino80b,1.4E+04,1.4E+04,1.3E+04,1.3E+04,1.3E+04,1.3E+04,1.3E+04,1.4E+04
Ino80c,4.4E+03,3.9E+03,4.1E+03,5.1E+03,4.8E+03,4.1E+03,4.2E+03,5.8E+03
Ino80d,1.1E+04,1.2E+04,1.1E+04,1.3E+04,1.2E+04,1.1E+04,1.5E+04,1.7E+04
Ino80d,8.9E+03,8.5E+03,1.2E+04,1.2E+04,1.2E+04,1.4E+04,1.3E+04,1.3E+04
Ino80d,1.8E+04,1.6E+04,1.5E+04,1.7E+04,1.6E+04,1.7E+04,1.9E+04,1.9E+04
Inpp4b,4.5E+04,4.3E+04,6.3E+04,6.3E+04,5.6E+04,5.4E+04,4.4E+04,4.5E+04
Inpp5d,8.1E+03,7.8E+03,7.3E+03,6.7E+03,7.0E+03,6.2E+03,6.2E+03,6.5E+03
Inpp5d,6.7E+04,7.0E+04,8.9E+04,9.5E+04,9.1E+04,8.4E+04,7.1E+04,7.4E+04
Inpp5d,6.6E+03,5.2E+03,8.3E+03,8.3E+03,7.0E+03,5.2E+03,4.2E+03,3.3E+03
Inpp5d,3.4E+04,3.3E+04,2.7E+04,3.1E+04,2.8E+04,3.0E+04,3.1E+04,3.0E+04
Inpp5d,3.7E+04,3.6E+04,3.4E+04,4.0E+04,3.9E+04,3.8E+04,4.7E+04,4.6E+04
Inpp5d,7.6E+03,7.4E+03,6.0E+03,6.8E+03,6.5E+03,6.1E+03,7.1E+03,6.5E+03
Inpp5d,1.8E+04,1.7E+04,2.7E+04,4.0E+04,3.7E+04,3.3E+04,3.0E+04,3.1E+04
Inpp5f,4.2E+03,4.0E+03,2.9E+03,4.6E+03,4.4E+03,4.8E+03,6.6E+03,5.6E+03
Inpp5f,6.2E+03,6.3E+03,6.1E+03,7.6E+03,7.7E+03,7.7E+03,8.6E+03,1.3E+04
Inpp5f,6.9E+03,6.7E+03,7.2E+03,8.3E+03,8.7E+03,1.0E+04,9.2E+03,1.2E+04
Inpp5f,8.0E+03,8.0E+03,8.4E+03,9.2E+03,8.7E+03,7.1E+03,1.0E+04,1.1E+04
Ints1,5.3E+03,3.9E+03,4.9E+03,4.4E+03,4.5E+03,3.5E+03,3.0E+03,3.5E+03
Ints1,1.8E+04,1.9E+04,1.5E+04,1.9E+04,1.5E+04,1.6E+04,1.7E+04,1.5E+04
Ints1,1.1E+04,9.7E+03,1.3E+04,1.0E+04,9.0E+03,9.3E+03,6.5E+03,6.3E+03
Ints1,6.2E+03,6.6E+03,8.5E+03,7.1E+03,7.5E+03,6.5E+03,5.5E+03,5.8E+03
Ints10,5.2E+03,5.8E+03,1.2E+04,9.9E+03,8.1E+03,7.5E+03,8.2E+03,6.2E+03
Ints12,1.4E+04,1.5E+04,1.1E+04,1.1E+04,1.2E+04,1.1E+04,1.4E+04,1.2E+04
Ints12,1.9E+04,1.7E+04,1.3E+04,2.6E+04,1.7E+04,1.7E+04,2.4E+04,2.5E+04
Ints12,6.6E+04,6.6E+04,3.5E+04,5.9E+04,5.6E+04,5.9E+04,7.5E+04,8.0E+04
Ints2,8.8E+03,7.8E+03,9.4E+03,9.4E+03,8.0E+03,8.9E+03,8.3E+03,7.9E+03
Ints3,4.5E+03,4.1E+03,3.8E+03,2.7E+03,4.9E+03,4.7E+03,4.9E+03,6.1E+03
Ints7,5.1E+03,6.5E+03,5.7E+03,5.9E+03,7.2E+03,8.4E+03,8.5E+03,1.1E+04
Ints7,3.8E+04,4.1E+04,4.3E+04,4.1E+04,4.2E+04,3.6E+04,3.8E+04,3.8E+04
Ints7,4.7E+03,4.5E+03,6.3E+03,5.6E+03,5.7E+03,6.7E+03,6.2E+03,6.1E+03
Ints9,1.1E+04,1.1E+04,9.3E+03,8.8E+03,1.2E+04,1.0E+04,9.7E+03,1.1E+04
Ip6k1,1.6E+04,1.6E+04,1.5E+04,1.3E+04,1.4E+04,1.6E+04,1.6E+04,1.4E+04
Ipcef1,4.1E+03,4.7E+03,5.4E+03,5.7E+03,1.7E+04,1.2E+04,8.7E+03,1.0E+04
Ipcef1,1.1E+04,1.2E+04,1.3E+04,1.5E+04,1.5E+04,1.3E+04,1.5E+04,1.7E+04
Ipcef1,1.8E+04,1.9E+04,2.0E+04,2.2E+04,2.0E+04,2.0E+04,2.0E+04,2.5E+04
Ipcef1,7.1E+03,6.7E+03,7.2E+03,5.5E+03,6.7E+03,5.0E+03,8.7E+03,6.9E+03
Ipcef1,1.1E+04,1.5E+04,1.9E+04,2.8E+04,3.2E+04,1.9E+04,1.6E+04,2.4E+04
Ipcef1,3.2E+03,2.3E+03,5.0E+03,6.1E+03,5.2E+03,3.5E+03,4.0E+03,6.8E+03
Ipcef1,7.8E+03,6.4E+03,8.3E+03,1.1E+04,8.7E+03,1.0E+04,9.0E+03,9.0E+03
Ipcef1,2.8E+03,2.5E+03,3.5E+03,3.6E+03,5.7E+03,4.0E+03,4.0E+03,4.9E+03
Ipcef1,2.3E+04,2.3E+04,2.7E+04,3.8E+04,4.3E+04,3.8E+04,3.5E+04,3.4E+04
Ipcef1,8.8E+03,9.5E+03,1.3E+04,1.3E+04,1.4E+04,1.2E+04,9.5E+03,1.3E+04
Iqce,1.4E+04,1.4E+04,1.0E+04,1.7E+04,1.9E+04,1.7E+04,1.2E+04,1.5E+04
Iqce,5.3E+03,5.4E+03,4.6E+03,5.3E+03,5.4E+03,4.2E+03,5.6E+03,5.2E+03
Iqgap2,3.8E+03,3.8E+03,3.4E+03,3.7E+03,3.4E+03,3.2E+03,2.9E+03,2.6E+03
Iqsec1,1.6E+04,1.4E+04,1.4E+04,1.2E+04,1.6E+04,1.7E+04,1.4E+04,1.5E+04
Iqub,1.3E+05,1.4E+05,1.1E+05,1.2E+05,1.1E+05,1.1E+05,1.1E+05,1.0E+05
Irf2,1.6E+04,1.0E+04,1.2E+04,1.8E+04,1.2E+04,7.0E+03,6.2E+03,8.4E+03
Irf2,1.8E+04,8.8E+03,1.3E+04,1.7E+04,9.7E+03,6.1E+03,4.4E+03,7.6E+03
Irf2bp1,6.2E+03,6.4E+03,6.7E+03,6.4E+03,1.0E+04,8.3E+03,5.2E+03,7.2E+03
Irf2bp1,2.4E+04,2.5E+04,1.8E+04,1.5E+04,3.0E+04,3.5E+04,3.3E+04,2.9E+04
Irf2bp1,4.2E+04,3.8E+04,4.2E+04,4.2E+04,3.7E+04,4.0E+04,3.3E+04,4.3E+04
Irf2bp1,1.2E+04,1.2E+04,1.3E+04,1.2E+04,1.5E+04,1.7E+04,1.6E+04,1.5E+04
Irf2bp1,2.2E+04,1.9E+04,2.0E+04,1.9E+04,1.9E+04,2.0E+04,1.7E+04,1.8E+04
Irf2bp1,3.7E+04,3.7E+04,4.2E+04,3.6E+04,3.2E+04,3.4E+04,2.8E+04,2.7E+04
Irf2bp1,3.0E+04,3.4E+04,3.6E+04,3.1E+04,4.1E+04,4.3E+04,4.1E+04,4.6E+04
Irf2bp2,1.1E+04,1.1E+04,1.1E+04,7.8E+03,1.1E+04,1.1E+04,9.7E+03,9.6E+03
Irf2bp2,1.5E+04,1.2E+04,1.3E+04,1.2E+04,1.7E+04,1.6E+04,1.3E+04,1.7E+04
Irf2bp2,4.2E+04,4.5E+04,4.6E+04,4.0E+04,4.4E+04,4.3E+04,4.3E+04,4.4E+04
Irf2bp2,1.5E+04,1.6E+04,1.6E+04,1.7E+04,1.3E+04,1.7E+04,1.8E+04,1.4E+04
Irf2bp2,7.8E+03,8.0E+03,9.6E+03,9.9E+03,7.9E+03,6.0E+03,6.0E+03,6.8E+03
Irf2bp2,3.2E+04,3.3E+04,3.2E+04,3.3E+04,3.4E+04,3.3E+04,3.7E+04,3.5E+04
Irf2bp2,8.5E+03,7.4E+03,5.6E+03,7.3E+03,7.6E+03,7.1E+03,9.5E+03,8.9E+03
Irf2bp2,1.0E+04,1.1E+04,1.2E+04,1.0E+04,9.7E+03,9.1E+03,8.4E+03,8.9E+03
Irf2bp2,4.6E+04,4.6E+04,6.5E+04,5.7E+04,4.9E+04,4.9E+04,4.4E+04,4.4E+04
Irf2bp2,4.0E+03,3.2E+03,4.1E+03,3.4E+03,4.9E+03,4.2E+03,4.2E+03,4.3E+03
Irf2bp2,4.6E+04,4.6E+04,6.8E+04,5.7E+04,4.7E+04,4.9E+04,4.7E+04,4.6E+04
Irf2bp2,4.5E+04,4.5E+04,4.3E+04,4.2E+04,3.5E+04,3.8E+04,3.9E+04,3.9E+04
Irf2bpl,4.2E+04,4.4E+04,4.1E+04,3.5E+04,3.6E+04,3.8E+04,3.8E+04,3.8E+04
Irf2bpl,5.4E+04,5.6E+04,5.1E+04,5.3E+04,5.1E+04,5.1E+04,4.7E+04,4.7E+04
Irf2bpl,1.3E+04,1.5E+04,1.4E+04,1.3E+04,1.6E+04,1.4E+04,1.2E+04,1.3E+04
Irf2bpl,9.0E+03,8.2E+03,7.2E+03,7.0E+03,8.1E+03,8.0E+03,7.9E+03,8.1E+03
Irf2bpl,3.8E+04,3.6E+04,3.4E+04,3.0E+04,3.0E+04,2.9E+04,2.7E+04,2.6E+04
Irf2bpl,1.8E+05,1.9E+05,1.5E+05,1.7E+05,1.7E+05,1.8E+05,1.9E+05,1.8E+05
Irf2bpl,5.2E+04,5.3E+04,4.9E+04,4.9E+04,4.8E+04,4.9E+04,4.3E+04,4.5E+04
Irf2bpl,9.8E+03,1.1E+04,6.0E+03,7.4E+03,8.6E+03,9.5E+03,8.1E+03,9.8E+03
Irf2bpl,2.6E+04,2.6E+04,2.1E+04,2.3E+04,2.2E+04,2.2E+04,2.4E+04,2.0E+04
Irf2bpl,8.3E+03,8.9E+03,8.2E+03,7.1E+03,7.4E+03,8.7E+03,7.6E+03,7.3E+03
Irf2bpl,1.1E+04,1.1E+04,1.5E+04,1.1E+04,1.4E+04,1.4E+04,1.1E+04,1.0E+04
Irf2bpl,7.1E+03,6.1E+03,6.3E+03,6.1E+03,6.6E+03,7.3E+03,5.5E+03,6.7E+03
Irf2bpl,3.4E+03,3.2E+03,3.3E+03,3.6E+03,5.4E+03,4.3E+03,2.7E+03,3.3E+03
Irf2bpl,6.9E+04,6.8E+04,8.8E+04,6.7E+04,6.0E+04,6.1E+04,4.9E+04,5.0E+04
Irf2bpl,1.4E+04,1.3E+04,1.5E+04,1.4E+04,1.1E+04,1.2E+04,1.0E+04,1.2E+04
Irf2bpl,1.2E+04,1.2E+04,1.1E+04,9.7E+03,1.1E+04,1.0E+04,7.5E+03,8.0E+03
Irf2bpl,6.8E+04,6.7E+04,6.6E+04,6.8E+04,6.3E+04,6.2E+04,5.1E+04,5.3E+04
Irf3,3.8E+04,2.5E+04,4.6E+04,3.4E+04,2.0E+04,2.2E+04,1.7E+04,2.0E+04
Irf3,1.7E+04,1.8E+04,1.6E+04,1.2E+04,1.5E+04,1.8E+04,1.8E+04,1.9E+04
Irf3,2.3E+04,2.2E+04,1.8E+04,1.9E+04,2.1E+04,2.3E+04,2.1E+04,2.0E+04
Irf3,1.2E+04,1.2E+04,1.1E+04,1.0E+04,1.1E+04,1.2E+04,1.2E+04,1.1E+04
Irf3,9.8E+03,9.8E+03,9.1E+03,8.2E+03,9.4E+03,8.7E+03,9.9E+03,1.0E+04
Irf3,2.7E+04,2.7E+04,2.4E+04,2.6E+04,2.6E+04,2.8E+04,3.0E+04,3.3E+04
Irf3,3.6E+04,3.8E+04,3.7E+04,3.5E+04,4.1E+04,4.4E+04,4.3E+04,4.6E+04
Irf9,3.7E+04,3.5E+04,3.3E+04,3.5E+04,3.7E+04,3.7E+04,3.5E+04,3.8E+04
Irf9,2.9E+03,3.3E+03,3.7E+03,2.9E+03,3.7E+03,5.4E+03,3.9E+03,2.9E+03
Irf9,3.5E+03,3.7E+03,2.4E+03,3.9E+03,4.2E+03,4.1E+03,6.0E+03,5.6E+03
Irf9,5.1E+04,5.3E+04,6.9E+04,6.8E+04,6.9E+04,7.2E+04,5.9E+04,6.2E+04
Irf9,6.5E+03,4.4E+03,6.1E+03,5.1E+03,5.0E+03,7.1E+03,4.3E+03,4.7E+03
Irs1,5.3E+04,5.3E+04,5.0E+04,5.0E+04,5.1E+04,5.6E+04,6.3E+04,5.9E+04
Irs2,1.2E+04,1.2E+04,1.3E+04,1.4E+04,1.3E+04,1.3E+04,1.3E+04,1.2E+04
Irs2,6.4E+03,5.3E+03,6.1E+03,5.8E+03,6.2E+03,6.7E+03,7.0E+03,5.6E+03
Irs2,7.3E+03,7.1E+03,1.0E+04,1.1E+04,9.6E+03,9.1E+03,1.0E+04,9.2E+03
Iscu,8.3E+04,5.5E+04,4.6E+04,7.9E+04,5.8E+04,6.0E+04,4.9E+04,5.7E+04
Itfg2,1.4E+03,2.9E+03,5.4E+03,3.6E+03,4.9E+03,3.4E+03,4.4E+03,4.9E+03
Itga4,1.6E+04,1.7E+04,1.8E+04,1.5E+04,1.3E+04,1.4E+04,1.3E+04,1.2E+04
Itga5,1.2E+04,1.1E+04,7.1E+03,1.1E+04,9.2E+03,1.0E+04,9.9E+03,1.0E+04
Itga6,4.7E+03,4.4E+03,1.2E+04,1.2E+04,1.3E+04,9.7E+03,6.1E+03,8.7E+03
Itgb1bp1,5.2E+03,5.6E+03,5.6E+03,7.5E+03,8.8E+03,6.9E+03,7.4E+03,9.6E+03
Itgb7,4.6E+03,3.1E+03,3.9E+03,2.1E+03,3.7E+03,4.2E+03,3.9E+03,4.9E+03
Itgb7,4.7E+04,4.5E+04,6.5E+04,4.5E+04,2.7E+04,2.9E+04,2.2E+04,2.6E+04
Itgb7,1.4E+04,1.6E+04,1.0E+04,1.4E+04,1.2E+04,1.3E+04,1.1E+04,1.2E+04
Itgb7,1.9E+04,1.8E+04,1.9E+04,1.7E+04,2.1E+04,2.4E+04,1.8E+04,1.8E+04
Itk,2.2E+04,2.1E+04,2.0E+04,1.7E+04,1.7E+04,1.7E+04,1.5E+04,1.6E+04
Itm2c,3.1E+04,3.1E+04,2.9E+04,3.1E+04,3.2E+04,3.2E+04,3.9E+04,3.6E+04
Itpkb,1.5E+04,1.1E+04,1.4E+04,1.3E+04,1.6E+04,1.5E+04,1.1E+04,1.1E+04
Itpkb,9.8E+03,9.6E+03,9.4E+03,9.9E+03,1.2E+04,1.1E+04,9.1E+03,8.8E+03
Itpkb,1.6E+04,1.6E+04,2.4E+04,2.4E+04,2.0E+04,2.3E+04,1.9E+04,1.9E+04
Itpkb,1.4E+04,1.2E+04,1.5E+04,1.1E+04,1.5E+04,1.8E+04,1.5E+04,1.4E+04
Itpkb,2.7E+04,2.5E+04,2.8E+04,3.0E+04,2.6E+04,2.9E+04,2.8E+04,2.8E+04
Itpkb,1.6E+04,1.7E+04,1.7E+04,2.0E+04,1.7E+04,1.7E+04,1.5E+04,1.3E+04
Itpkb,1.0E+04,6.2E+03,1.3E+04,1.1E+04,8.5E+03,8.2E+03,3.8E+03,5.4E+03
Itpkb,1.4E+04,1.1E+04,1.1E+04,1.3E+04,1.3E+04,1.4E+04,1.2E+04,1.1E+04
Itpr1,5.3E+03,4.6E+03,6.3E+03,5.3E+03,5.0E+03,5.5E+03,3.8E+03,4.0E+03
Itpr1,1.7E+04,1.6E+04,1.3E+04,1.5E+04,1.3E+04,1.3E+04,1.5E+04,1.5E+04
Itpr2,1.7E+04,1.7E+04,2.3E+04,2.3E+04,1.9E+04,2.1E+04,1.6E+04,1.6E+04
Itpr2,1.6E+04,1.6E+04,1.7E+04,1.4E+04,1.4E+04,1.3E+04,1.4E+04,1.3E+04
Itpr2,4.4E+04,4.1E+04,4.5E+04,3.7E+04,3.6E+04,3.6E+04,3.3E+04,3.0E+04
Itpr3,3.3E+03,3.4E+03,5.8E+03,8.6E+03,8.2E+03,7.8E+03,4.7E+03,3.6E+03
Itpr3,2.1E+04,2.1E+04,2.1E+04,1.7E+04,1.5E+04,1.4E+04,1.6E+04,1.7E+04
Itsn1,2.3E+04,2.4E+04,2.3E+04,2.2E+04,2.0E+04,2.0E+04,1.6E+04,2.0E+04
Itsn2,6.2E+04,6.8E+04,4.2E+04,6.9E+04,6.2E+04,6.1E+04,8.8E+04,8.6E+04
Itsn2,1.8E+04,1.7E+04,1.6E+04,1.7E+04,2.0E+04,2.0E+04,1.9E+04,1.8E+04
Itsn2,3.3E+04,3.1E+04,2.4E+04,2.6E+04,2.5E+04,2.7E+04,2.7E+04,2.8E+04
Itsn2,1.1E+05,1.2E+05,8.7E+04,1.1E+05,1.1E+05,1.1E+05,1.1E+05,1.1E+05
Ivns1abp,3.0E+03,2.8E+03,3.4E+03,1.3E+03,5.5E+03,6.1E+03,4.7E+03,5.9E+03
Iws1,1.4E+05,1.3E+05,1.2E+05,1.3E+05,1.2E+05,1.2E+05,1.2E+05,1.3E+05
Iws1,2.0E+05,2.1E+05,2.4E+05,2.0E+05,1.9E+05,1.8E+05,1.5E+05,1.6E+05
Iws1,2.6E+04,1.7E+04,4.6E+04,2.7E+04,2.5E+04,2.5E+04,1.6E+04,1.7E+04
Iws1,1.2E+05,1.1E+05,1.2E+05,1.0E+05,1.0E+05,9.8E+04,9.3E+04,9.5E+04
Iws1,6.5E+03,1.3E+04,8.2E+03,9.5E+03,4.6E+03,4.2E+03,4.9E+03,6.5E+03
Iws1,3.5E+03,3.2E+03,5.2E+03,4.5E+03,5.1E+03,4.9E+03,4.1E+03,4.7E+03
Iws1,1.6E+04,2.5E+04,2.1E+04,1.8E+04,8.7E+03,7.5E+03,1.2E+04,1.2E+04
